"","990
045","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
046","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
051","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","Course Total","39","",".",".",".",".",".",".",".","82.1","5.1",".",".","12.8",".",".",".","."
"SPANISH
912","Dept. Total","2980","3.397","41.2","22.8","22.1","4.8","4.7","1.0","0.8","1.8","0.1",".",".","0.2","0.3","0.0","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","306","3.296","29.4","26.1","31.4","5.6","5.2","1.3","0.7",".","0.3",".",".",".",".",".",".","."
"Sophomore","","929","3.378","36.2","27.4","26.0","4.6","4.2","0.6","0.8","0.1",".",".",".",".",".",".",".","."
"Junior","","766","3.380","44.1","19.2","22.5","6.3","5.5","0.8","1.0","0.5",".",".",".",".","0.1",".",".","."
"Senior","","794","3.418","45.2","22.3","18.3","4.2","5.2","1.6","0.9","1.1",".",".",".",".","0.8","0.1","0.3","0.1"
"Undergraduates","","2795","3.378","40.2","23.6","23.4","5.0","4.9","1.0","0.9","0.5","0.0",".",".",".","0.3","0.0","0.1","0.0"
"Special","","22","3.542","40.9","22.7","9.1","4.5","4.5",".",".","13.6",".",".",".",".","4.5",".",".","."
"Graduate","","160","3.867","60.6","8.8",".",".","0.6",".","0.6","23.1","1.3",".",".","3.1","0.6",".","1.3","."
"Prof Yr 3","","3","3.286",".","33.3","33.3",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Professionals","","3","3.286",".","33.3","33.3",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"","Dept. Total","2980","3.397","41.2","22.8","22.1","4.8","4.7","1.0","0.8","1.8","0.1",".",".","0.2","0.3","0.0","0.1","0.0"
