"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"COMPARATIVE LITERATURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","",""
"Intro Cross-Cultrl Lit Form","203
001","124","3.370","30.6","38.7","11.3","13.7","3.2","1.6",".",".",".",".",".",".","0.8",".",".","."
"Race & Ethnicity-In&Beyond US","205
001","81","3.290","3.7","59.3","32.1","3.7",".","1.2",".",".",".",".",".",".",".",".",".","."
"Prob in Transnatl Genre & Mode","358
001","23","3.750","56.5","30.4","8.7",".",".",".",".",".",".",".",".",".","4.3",".",".","."
"Poetics and Literary Theory","475
001","22","3.477","36.4","27.3","31.8","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"Compar In & Beyond Compar Lit","500
001","16","3.533","56.3","25.0","6.3",".",".",".","6.3",".",".",".",".",".","6.3",".",".","."
"","699
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".",".",".","14.3","."
"Prog in Comp Lit & Cultures","750
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Literary Criticism","771
002","6","4.000","66.7",".",".",".",".",".",".","16.7",".",".",".",".","16.7",".",".","."
"Seminar-Translation","822
001","14","3.962","85.7","7.1",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"Smr-Poetics & Literary Thry","975
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
003","10","",".",".",".",".",".",".",".","90.0",".",".",".",".",".",".","10.0","."
"","990
008","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","14","",".",".",".",".",".",".",".","78.6",".",".",".","14.3",".",".","7.1","."
"COMP LIT
260","Dept. Total","315","3.454","31.4","36.8","15.9","6.7","1.3","1.0","0.3","3.8",".",".",".","0.6","1.6",".","0.6","."
