"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"999","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","004","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","007","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","009","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","010","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","012","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","013","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","014","","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"999","015","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","017","","12","3.864","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","018","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","020","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","024","","9","3.824","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","031","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","034","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","055","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","074","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","077","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","080","","12","3.975","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","202","3.974","97.0","1.0","1.5",".",".",".",".",".",".",".",".",".","0.5",".",".","."
