"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","",""
"Lt Tran:Dante-Divine Comedy","253","001","15","3.400","40.0","26.7","26.7",".",".","6.7",".",".",".",".",".",".",".",".",".","."
"Intro-Byzantine History&Civ","313","001","6","2.929",".","16.7","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"In Transl:Scand Tale&Ballad","345","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Beowulf","359","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"A Theme-Medieval Eng Lit","362","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Medieval Art","415","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","699","002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Medieval Spanish Lit","718","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"MEDIEVAL
633","","Dept. Total","34","3.446","41.2","20.6","23.5","5.9",".","2.9",".","2.9",".",".",".",".","2.9",".",".","."
