"","990
058","1","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
060","2","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
067","1","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research","Course Total","19","4.000","73.7",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","5.3",".","21.1","."
"OBS&GYN
436","Dept. Total","101","3.573","51.5","13.9","24.8",".","",".","",".","",".","",".","",".",".","",".","",".","1.0",".","7.9","1.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"436
OBS&GYN","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","6","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","4","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","10","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","32","3.986","68.8","6.3",".",".","",".","",".","",".","",".","",".",".","",".","",".","3.1",".","21.9","."
"Prof Yr 3","","55","3.472","36.4","20.0","41.8",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","1.8"
"Prof Yr 4","","4","3.167",".","25.0","50.0",".","",".","",".","",".","",".","",".",".","",".","",".",".",".","25.0","."
"Professionals","","59","3.456","33.9","20.3","42.4",".","",".","",".","",".","",".","",".",".","",".","",".",".",".","1.7","1.7"
"","Dept. Total","101","3.573","51.5","13.9","24.8",".","",".","",".","",".","",".","",".",".","",".","",".","1.0",".","7.9","1.0"
