"Foundations of US Air Force II","Course Total","","28","3.839","78.6","10.7","10.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Evolution of US Air & Space II","202
001","","18","3.861","88.9",".","5.6","5.6","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Leadership Studies II","304
001","","7","4.000","100.0",".",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Preparation for Active Duty","402
001","","12","3.917","83.3","16.7",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"A F AERO
102","Dept. Total","","65","3.903","84.6","7.7","6.2","1.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","5","3.700","60.0","20.0","20.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","25","3.800","80.0","4.0","12.0","4.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","13","3.967","92.3","7.7",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","20","3.946","90.0","10.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","63","3.901","84.1","7.9","6.3","1.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","65","3.903","84.6","7.7","6.2","1.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
