"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","12191","3.319","36.3","19.8","19.2","7.8","5.4","1.0","0.7","5.7","0.0","0.5","0.0","2.6","0.7","0.0","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","245","3.236","35.1","25.3","21.2","9.8","3.7","0.8","2.9",".",".","1.2",".",".",".",".",".","."
"Sophomore","","1152","3.164","37.9","19.0","19.8","11.8","6.6","1.7","1.3",".",".","0.9","0.2",".","0.6","0.1","0.1","."
"Junior","","2257","3.146","32.5","20.9","24.2","12.3","6.9","1.6","1.0","0.0",".","0.3","0.1",".","0.1","0.1",".","."
"Senior","","5463","3.288","36.5","22.7","22.5","8.4","7.1","1.1","0.6","0.2",".","0.2","0.0",".","0.5","0.0","0.2","."
"Undergraduates","","9117","3.240","35.6","21.9","22.6","9.8","6.9","1.3","0.8","0.1",".","0.3","0.1",".","0.4","0.1","0.1","."
"Special","","233","3.161","35.2","18.5","21.0","6.4","4.7","1.7","5.2","3.9",".","0.4",".",".","2.1","0.4","0.4","."
"Graduate","","3117","3.704","40.3","12.1","7.5","1.2","0.6","0.1","0.0","21.4","0.1","4.9","0.0","10.1","1.5",".","0.1","."
"Prof Yr 2","","6","4.000","33.3",".",".",".",".",".",".","50.0",".",".",".","16.7",".",".",".","."
"Prof Yr 4","","5","4.000","40.0",".",".",".",".",".",".","40.0",".",".",".","20.0",".",".",".","."
"Professionals","","11","4.000","36.4",".",".",".",".",".",".","45.5",".",".",".","18.2",".",".",".","."
"","College Total","12478","3.319","36.8","19.3","18.8","7.6","5.3","1.0","0.7","5.5","0.0","1.5","0.1","2.5","0.7","0.0","0.1","."
