"L&S","","","","","","","","","","","","","","","","","","","",""
"ATMOSPHERIC & OCEANIC SCIE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","",""
"ATM OCN
Dept. Total
640","752","3.293","35.9","16.8","19.9","12.9","3.9","2.3","0.4","4.7","",".","0.1","",".","2.4","0.5",".","0.3","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","58","3.068","31.0","12.1","31.0","10.3","6.9","6.9","1.7",".","",".",".","",".",".",".",".",".","."
"Sophomore","198","3.272","35.9","20.2","18.2","18.2","4.5","3.0",".",".","",".",".","",".",".",".",".",".","."
"Junior","194","3.201","32.5","16.5","25.3","16.5","6.2","2.1","1.0",".","",".",".","",".",".",".",".",".","."
"Senior","168","3.374","41.1","21.4","19.6","12.5","1.8","1.8",".","0.6","",".","0.6","",".",".","0.6",".",".","."
"Undergraduates","618","3.256","35.8","18.6","22.0","15.4","4.5","2.8","0.5","0.2","",".","0.2","",".",".","0.2",".",".","."
"Special","18","3.750","61.1",".","11.1",".",".",".",".","5.6","",".",".","",".",".","11.1",".","11.1","."
"Graduate","116","3.627","32.8","9.5","10.3","1.7","0.9",".",".","28.4","",".",".","",".","15.5","0.9",".",".","."
"Dept. Total","752","3.293","35.9","16.8","19.9","12.9","3.9","2.3","0.4","4.7","",".","0.1","",".","2.4","0.5",".","0.3","."
