"TERM : 1124","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2011-2012","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","",""
"POPULATION HEALTH SCIENCE Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","",""
"POP HLTH
Dept. Total
810","735","3.729","57.3","25.6","8.4","1.1","0.3","",".","0.1","3.9","",".",".","",".","0.7","1.5","0.3","0.8","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","9","3.423","22.2","44.4","33.3",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","36","3.495","27.8","47.2","22.2","2.8",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","87","3.706","55.2","34.5","10.3",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","175","3.687","57.7","29.1","9.1","1.7","1.1","",".","0.6",".","",".",".","",".",".",".","0.6",".","."
"Undergraduates","307","3.661","52.4","33.2","11.7","1.3","0.7","",".","0.3",".","",".",".","",".",".",".","0.3",".","."
"Special","11","3.711","54.5","9.1",".","9.1",".","",".",".",".","",".",".","",".",".","9.1","9.1","9.1","."
"Graduate","168","3.784","58.9","14.3","6.5","1.8",".","",".",".","13.1","",".",".","",".","3.0",".",".","2.4","."
"Prof Yr 1","17","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","8","3.833","62.5","25.0",".",".",".","",".",".","12.5","",".",".","",".",".",".",".",".","."
"Prof Yr 3","10","3.889","80.0","20.0",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 4","214","3.777","58.4","26.6","7.0",".",".","",".",".","2.8","",".",".","",".",".","4.7",".","0.5","."
"Professionals","249","3.794","62.2","24.5","6.0",".",".","",".",".","2.8","",".",".","",".",".","4.0",".","0.4","."
"Dept. Total","735","3.729","57.3","25.6","8.4","1.1","0.3","",".","0.1","3.9","",".",".","",".","0.7","1.5","0.3","0.8","."
