"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","915
001","13","1.538","15.4",".","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","915
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","915
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Criminal Justice Adm","Course Total","18","1.538","11.1",".","22.2",".",".",".",".","27.8",".",".",".",".",".",".",".","."
"","918
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","918
002","9","1.278","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","918
003","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Problems: Intl Law Seminar","Course Total","22","1.036","9.1","4.5","4.5",".",".",".",".","36.4",".",".",".",".",".",".",".","."
"Problems- Land Law Seminar","928
001","13","1.462","30.8",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Torts II","936
001","96","1.191","8.3",".","22.9",".","7.3",".",".",".",".",".",".",".",".",".","2.1","."
"","939
001","13","1.231","7.7",".","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","939
002","18","0.732",".",".","22.2",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"Problems in Family Law-Smr","Course Total","31","0.925","3.2",".","25.8",".",".",".",".","3.2",".",".",".",".",".",".",".","."
"","940
001","33","1.156","12.1",".","21.2",".",".",".",".",".",".",".",".",".","3.0",".",".","."
"","940
002","9","0.778","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
004","8","0.952","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
007","12","1.862","41.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
008","24","1.313","16.7","4.2","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
009","7","1.000","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
010","12","2.032","8.3",".","58.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
011","31","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","940
012","15","1.133","6.7",".","20.0",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"","940
014","11","1.000","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
015","13","2.538","38.5",".","23.1",".","15.4",".",".",".",".",".",".",".",".",".",".","."
"","940
016","16","1.063","12.5",".","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
017","14","1.857","14.3",".","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
019","9","1.000",".",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
031","21","1.190","14.3",".","14.3",".","9.5",".",".",".",".",".",".",".",".",".",".","."
"","940
033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","240","1.356","14.2","0.4","18.3",".","2.5",".",".","12.9",".",".",".",".","0.4",".",".","."
"","950
001","48","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
003","20","",".",".",".",".",".",".",".","85.0",".",".",".",".",".",".",".","15.0"
"","950
005","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
006","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Lawyering Skills Course","Course Total","88","",".",".",".",".",".",".",".","96.6",".",".",".",".",".",".",".","3.4"
"","953
001","9","1.778","11.1",".","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","953
002","16","",".",".",".",".",".",".",".","62.5",".",".",".",".",".",".",".","37.5"
"Problems:Bus Org-Seminar","Course Total","25","1.778","4.0",".","16.0",".",".",".",".","40.0",".",".",".",".",".",".",".","24.0"
"Publ Sect Labor Rel Law Sem","955
001","13","0.938",".",".","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Select Probs-Policing Smr","977
001","11","2.364","18.2",".","54.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Select Probs-Envrnmtl Law","988
001","11","0.727","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
009","4","***","","","","","","","","","",".",".",".",".",".",".","."
