"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"GERMAN","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","",""
"372","003","18","3.639","55.6","22.2","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in German Culture","Course Total","61","3.680","59.0","23.0","13.1","4.9",".",".",".",".",".",".",".",".",".",".",".","."
"385
Honors Seminar-German Lit","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"392
German for Grad Reading II","001","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"401
1st Sem German for Grad Stdts","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"402","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"402","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"402","005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"2nd Sem German for Grad Stdts","Course Total","8","3.714","62.5",".","25.0",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"403
3rd Sem German for Grad Stdts","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"404","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"404","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"404","004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"4th Sem German for Grad Stdts","Course Total","5","***","","","","","","","","","","","","","","","",""
"445
Topics in Dutch Culture","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"625
Letterkunde der Lage Landen","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"645
Cultuurkunde der Lage Landen","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"651
Intro to Middle High German","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"655
German Film","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"677
Smr-German Culture Studies","001","17","3.588","47.1","29.4","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"711
Special Topics-German Lit","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"727
Topics-Applied Linguistics","001","9","3.875","66.7","22.2",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"768
Grammar-Old Germanic Langs","001","12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"799","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","9","3.942","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"947
Seminar-German Lit & Culture","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"960
Seminar-German Linguistics","001","12","3.950","75.0","8.3",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"990","003","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research in Lit","Course Total","13","",".",".",".",".",".",".",".","69.2",".",".",".","30.8",".",".",".","."
"991","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"991","009","8","",".",".",".",".",".",".",".","87.5",".",".",".","12.5",".",".",".","."
"991","010","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Linguistc&Germanic Philolgy","Course Total","16","",".",".",".",".",".",".",".","50.0",".",".",".","50.0",".",".",".","."
