"TERM : 1124","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2011-2012","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"FRENCH (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","",""
"FRENCH
Dept. Total
400","902","3.415","39.5","29.3","14.7","6.7","2.8","1.0","1.0","3.7","",".",".","",".","0.9","0.3","0.1",".","0.1"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","101","3.121","17.8","35.6","27.7","5.9","8.9","1.0","3.0",".","",".",".","",".",".",".",".",".","."
"Sophomore","210","3.403","27.6","44.8","15.2","9.0","1.9","0.5","0.5","0.5","",".",".","",".",".",".",".",".","."
"Junior","198","3.342","31.8","32.8","19.7","9.1","3.5","1.5",".","0.5","",".",".","",".",".","0.5",".",".","0.5"
"Senior","243","3.481","55.6","18.5","11.1","6.2","2.1","1.6","2.1","2.5","",".",".","",".",".","0.4",".",".","."
"Undergraduates","752","3.367","36.4","31.9","16.8","7.7","3.3","1.2","1.2","1.1","",".",".","",".",".","0.3",".",".","0.1"
"Special","16","3.638","62.5","6.3","6.3","12.5",".",".",".","6.3","",".",".","",".",".",".","6.3",".","."
"Graduate","131","3.826","54.2","17.6","3.1",".",".",".",".","18.3","",".",".","",".","6.1","0.8",".",".","."
"Prof Yr 3","3","3.333","33.3",".","66.7",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","3","3.333","33.3",".","66.7",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Dept. Total","902","3.415","39.5","29.3","14.7","6.7","2.8","1.0","1.0","3.7","",".",".","",".","0.9","0.3","0.1",".","0.1"
