"","990
087","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
094","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
095","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","62","",".",".",".",".",".",".",".","93.5",".",".",".","6.5",".",".",".","."
"MICROBIO
192","Dept. Total","1522","3.204","42.0","13.7","21.0","5.2","10.4","3.0","0.1","4.1",".",".",".","0.3","0.2","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","",""
"Freshmen","","37","2.750","32.4","10.8","16.2","5.4","21.6","13.5",".",".",".",".",".",".",".",".",".","."
"Sophomore","","176","2.977","35.8","11.4","22.7","7.4","11.9","9.7","0.6",".",".",".",".",".",".","0.6",".","."
"Junior","","450","3.049","32.0","15.6","23.8","8.2","17.1","2.9",".",".",".",".",".",".","0.4",".",".","."
"Senior","","603","3.320","43.1","16.4","25.9","4.5","8.1","1.7",".","0.3",".",".",".",".",".",".",".","."
"Undergraduates","","1266","3.150","37.8","15.2","24.4","6.2","12.2","3.6","0.1","0.2",".",".",".",".","0.2","0.1",".","."
"Special","","21","3.554","52.4","23.8","4.8",".","9.5",".",".","4.8",".",".",".",".","4.8",".",".","."
"Graduate","","231","3.791","63.6","4.3","3.9",".","0.4",".","0.4","26.0",".",".",".","1.3",".",".",".","."
"Prof Yr 2","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","2","4.000","50.0",".",".",".",".",".",".",".",".",".",".","50.0",".",".",".","."
"Professionals","","4","4.000","75.0",".",".",".",".",".",".",".",".",".",".","25.0",".",".",".","."
"","Dept. Total","1522","3.204","42.0","13.7","21.0","5.2","10.4","3.0","0.1","4.1",".",".",".","0.3","0.2","0.1",".","."
