"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","100
001","18","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
002","18","3.111","11.1","44.4","16.7","11.1","16.7",".",".",".",".",".",".",".",".",".",".","."
"","100
003","19","3.763","89.5","5.3",".",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","100
004","16","3.688","62.5","25.0","6.3",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","100
005","17","3.647","52.9","23.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
006","10","3.400","40.0","40.0","10.0",".",".","10.0",".",".",".",".",".",".",".",".",".","."
"","100
008","19","3.553","42.1","36.8","10.5","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","100
010","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
011","18","3.694","55.6","27.8","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
012","18","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
013","19","3.921","89.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
014","17","3.882","76.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
015","17","2.912","23.5","29.4","17.6",".","17.6","5.9","5.9",".",".",".",".",".",".",".",".","."
"","100
016","18","3.806","66.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
017","17","3.882","76.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
018","19","3.579","57.9","10.5","21.1","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","100
019","17","3.912","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
021","19","3.658","36.8","57.9","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
022","19","3.658","57.9","15.8","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","023
100","19","3.684","47.4","47.4",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
024","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
026","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
028","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
029","18","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
030","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
031","19","3.789","73.7","21.1",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
033","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
035","17","3.794","64.7","29.4","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
036","17","3.647","76.5","11.8",".",".","5.9","5.9",".",".",".",".",".",".",".",".",".","."
"","100
039","15","3.733","53.3","40.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
040","18","3.861","72.2","27.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
041","18","3.806","66.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
042","19","3.632","26.3","73.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
043","19","3.789","94.7",".",".",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","100
044","19","3.842","73.7","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
045","17","3.647","58.8","17.6","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","100
046","18","3.889","83.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
047","18","3.806","77.8","11.1","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","100
049","17","3.853","70.6","29.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
051","19","3.500","42.1","42.1","5.3",".",".",".","5.3",".",".",".",".",".","5.3",".",".","."
"Intro to College Composition","Course Total","715","3.740","66.3","24.1","6.0","1.3","1.3","0.4","0.6",".",".",".",".",".","0.1",".",".","."
"","110
004","9","",".",".",".",".",".",".",".",".",".","88.9","11.1",".",".",".",".","."
"","110
005","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
006","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"Intensv English as 2nd Lang","Course Total","37","",".",".",".",".",".",".",".",".",".","94.6","5.4",".",".",".",".","."
"","115
001","12","",".",".",".",".",".",".",".",".",".","91.7","8.3",".",".",".",".","."
"June 26, 2012","","","","","","","","","","","","","","","","","","Page 203 of 404",""
