"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"Master's Research & Thesis","Course Total","","98","",".",".",".",".",".",".",".","51.0",".",".",".","49.0",".",".",".","."
"890","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","007","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","015","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","046","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"890","047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","051","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","056","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","057","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","059","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","068","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","070","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","073","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Research and Thesis","Course Total","","64","",".",".",".",".",".",".",".","43.8",".",".",".","56.3",".",".",".","."
"903
Graduate Seminar","001","","68","3.918","82.4","16.2",".",".",".",".",".",".",".",".",".",".","1.5",".",".","."
"964
Spec Adv Topics-Mech Engr","001","","28","3.958","78.6","7.1",".",".",".",".",".","10.7",".",".",".",".","3.6",".",".","."
"990","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","046","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
