"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"","300
001","23","3.652","47.8","39.1","8.7","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","23","3.739","52.2","43.5","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","24","3.667","54.2","41.7",".",".",".","4.2",".",".",".",".",".",".",".",".",".","."
"","300
004","25","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
005","21","3.810","61.9","38.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
006","24","3.667","37.5","58.3","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
007","24","3.813","70.8","20.8","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
008","23","3.674","39.1","56.5","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
009","23","3.630","30.4","65.2","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
010","24","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
011","24","3.667","37.5","58.3","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
012","22","3.773","54.5","45.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
013","25","3.820","64.0","36.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Communication","Course Total","305","3.736","52.5","43.9","3.0","0.3",".","0.3",".",".",".",".",".",".",".",".",".","."
"","301
001","180","2.942","23.3","10.0","31.7","12.8","16.7","5.6",".",".",".",".",".",".",".",".",".","."
"","301
002","248","3.032","18.1","13.3","43.5","11.7","11.3","1.6","0.4",".",".",".",".",".",".",".",".","."
"Business Law","Course Total","428","2.994","20.3","11.9","38.6","12.1","13.6","3.3","0.2",".",".",".",".",".",".",".",".","."
"","302
001","16","3.781","75.0","12.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","302
002","26","3.260","26.9","26.9","23.1","7.7","11.5",".",".","3.8",".",".",".",".",".",".",".","."
"Bus Orgs&Negotiable Instrumnts","Course Total","42","3.463","45.2","21.4","16.7","7.1","7.1",".",".","2.4",".",".",".",".",".",".",".","."
"","303
001","116","3.091","20.7","12.9","44.8","10.3","8.6","0.9","0.9",".","0.9",".",".",".",".",".",".","."
"","303
010","51","2.735","13.7","9.8","43.1","7.8","13.7","7.8","3.9",".",".",".",".",".",".",".",".","."
"Business Statistics","Course Total","167","2.982","18.6","12.0","44.3","9.6","10.2","3.0","1.8",".","0.6",".",".",".",".",".",".","."
"","304
001","80","3.725","51.3","42.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
002","78","3.734","53.8","39.7","2.6","2.6",".",".",".",".",".",".",".",".","1.3",".",".","."
"Intermediate Bus Statistics","Course Total","158","3.729","52.5","41.1","4.4","1.3",".",".",".",".",".",".",".",".","0.6",".",".","."
"Mgmt & Mrktg Non-Bus Majors","311
001","231","3.155","23.8","15.6","37.2","5.2","12.1","0.4","0.4","5.2",".",".",".",".",".",".",".","."
"Intercultural Communctn in Bus","320
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","365
001","23","3.804","69.6","21.7","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","365
007","19","3.737","47.4","52.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","365
009","62","3.271","41.9","14.5","24.2","4.8","3.2","1.6","4.8",".","4.8",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","104","3.614","49.0","23.1","16.3","2.9","1.9","1.0","2.9",".","2.9",".",".",".",".",".",".","."
"Rdg & Rsch-Business Rsch","399
081","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Experience in Business","450
001","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Prof Exp Bus-Extended Intrnshp","451
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Sys Thinking & Sustainable Bus","601
001","30","3.586","40.0","36.7","16.7","3.3",".",".",".","3.3",".",".",".",".",".",".",".","."
"Managerial Communication","700
030","46","3.859","71.7","28.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Managing Legal Environment","701
001","37","3.838","70.3","27.0","2.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ethics, Integrity and Society","710
001","110","3.541","27.3","54.5","17.3","0.9",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","750
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","765
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","765
030","62","3.548","33.9","41.9","24.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","65","3.555","35.4","41.5","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
