"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","240
001","68","2.353","19.1","7.4","17.6","4.4","27.9","13.2","10.3",".",".",".",".",".",".",".",".","."
"","240
002","36","2.708","19.4","13.9","25.0","5.6","25.0","5.6","5.6",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","104","2.476","19.2","9.6","20.2","4.8","26.9","10.6","8.7",".",".",".",".",".",".",".",".","."
"","252
001","57","2.991","26.3","24.6","12.3","22.8","3.5","7.0","3.5",".",".",".",".",".",".",".",".","."
"","252
002","45","3.189","22.2","31.1","20.0","20.0","4.4","2.2",".",".",".",".",".",".",".",".",".","."
"Intro to Computer Engineering","Course Total","102","3.078","24.5","27.5","15.7","21.6","3.9","4.9","2.0",".",".",".",".",".",".",".",".","."
"Directed Study in Comp Sci","298
001","36","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","302
001","169","2.606","20.7","9.5","16.0","8.3","30.8","8.3","4.1","0.6",".",".",".",".","1.8",".",".","."
"","302
002","168","2.727","20.2","13.1","16.1","16.1","20.8","7.7","3.0","2.4",".",".",".",".","0.6",".",".","."
"","302
003","21","3.206","23.8","19.0","14.3","14.3","9.5",".",".","4.8",".",".",".",".","14.3",".",".","."
"","302
004","25","2.800","24.0","8.0","16.0","24.0","24.0",".","4.0",".",".",".",".",".",".",".",".","."
"","302
005","19","2.421","5.3","10.5","10.5","31.6","31.6","10.5",".",".",".",".",".",".",".",".",".","."
"","302
006","30","2.500","16.7","16.7","10.0","10.0","33.3","3.3","10.0",".",".",".",".",".",".",".",".","."
"","302
007","20","2.675","20.0","10.0","15.0","5.0","45.0","5.0",".",".",".",".",".",".",".",".",".","."
"","302
008","27","2.596","14.8","11.1","25.9",".","37.0",".","7.4","3.7",".",".",".",".",".",".",".","."
"Introduction to Programming","Course Total","479","2.669","19.6","11.7","15.9","12.5","27.1","6.5","3.8","1.5",".",".",".",".","1.5",".",".","."
"WES-CS Group Meeting","304
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Prob Solvng Using Computers","310
001","96","3.068","18.8","10.4","47.9","13.5","6.3","2.1",".",".",".",".",".",".",".","1.0",".","."
"","352
001","17","2.882","17.6","23.5","23.5","23.5",".","5.9","5.9",".",".",".",".",".",".",".",".","."
"","352
002","52","2.775","9.6","15.4","30.8","25.0","9.6","5.8","1.9",".",".",".",".",".",".","1.9",".","."
"Digital System Fundamentals","Course Total","69","2.801","11.6","17.4","29.0","24.6","7.2","5.8","2.9",".",".",".",".",".",".","1.4",".","."
"","354
001","49","2.908","20.4","18.4","12.2","28.6","16.3","4.1",".",".",".",".",".",".",".",".",".","."
"","354
002","49","2.867","30.6","10.2","20.4","8.2","20.4","6.1","4.1",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","98","2.888","25.5","14.3","16.3","18.4","18.4","5.1","2.0",".",".",".",".",".",".",".",".","."
"","367
001","86","3.169","40.7","8.1","22.1","11.6","14.0","2.3","1.2",".",".",".",".",".",".",".",".","."
"","367
002","94","3.213","35.1","10.6","35.1","8.5","8.5",".","2.1",".",".",".",".",".",".",".",".","."
"Intro to Data Structures","Course Total","180","3.192","37.8","9.4","28.9","10.0","11.1","1.1","1.7",".",".",".",".",".",".",".",".","."
"","368
001","45","",".",".",".",".",".",".",".",".",".","91.1","8.9",".",".",".",".","."
"","368
002","24","",".",".",".",".",".",".",".",".",".","58.3","41.7",".",".",".",".","."
"","368
003","69","",".",".",".",".",".",".",".",".",".","91.3","8.7",".",".",".",".","."
"","368
004","30","",".",".",".",".",".",".",".",".",".","73.3","26.7",".",".",".",".","."
"Learn a Programming Language","Course Total","168","",".",".",".",".",".",".",".",".",".","83.3","16.7",".",".",".",".","."
"Tech:Computer-Based Bus Sys","371
001","15","2.700","26.7","20.0",".","26.7","6.7","13.3","6.7",".",".",".",".",".",".",".",".","."
"Found of Mobl Systms&Applctns","407
001","64","3.579","45.3","32.8","15.6","3.1",".","1.6",".","1.6",".",".",".",".",".",".",".","."
"Intro to Numerical Methods","412
001","61","2.926","32.8","6.6","24.6","18.0","6.6","6.6","4.9",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","435
001","19","2.316","15.8","5.3","21.1","5.3","26.3","21.1","5.3",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","475
001","14","2.571","28.6",".","21.4",".","35.7","7.1","7.1",".",".",".",".",".",".",".",".","."
"Numerical Linear Algebra","513
001","16","3.100","50.0","6.3","18.8",".","6.3",".","12.5",".",".",".",".",".","6.3",".",".","."
"Linear Programming Methods","525
001","14","3.250","28.6","28.6","14.3","21.4","7.1",".",".",".",".",".",".",".",".",".",".","."
"Intro-Progm Langs&Compilers","536
001","57","3.304","61.4","8.8","7.0","5.3","5.3","3.5","7.0","1.8",".",".",".",".",".",".",".","."
"","537
001","62","3.419","40.3","29.0","19.4",".","3.2",".","3.2",".",".",".",".",".","4.8",".",".","."
"","002
537","45","3.163","40.0","15.6","17.8","6.7","6.7","4.4","4.4","2.2",".",".",".",".","2.2",".",".","."
"Intro to Operating Systems","Course Total","107","3.310","40.2","23.4","18.7","2.8","4.7","1.9","3.7","0.9",".",".",".",".","3.7",".",".","."
