"GEOGRAPHY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"416
GEOG","","","","","","","","","","","","","","","","","","","",""
"Intro to Human Geography","101","001","151","3.119","23.2","18.5","29.8","13.9","10.6","0.7","0.7","1.3",".",".",".",".","1.3",".",".","."
"","120","001","79","2.804","20.3","10.1","31.6","13.9","13.9","6.3","3.8",".",".",".",".",".",".",".",".","."
"","120","002","110","2.986","25.5","15.5","24.5","10.9","18.2","5.5",".",".",".",".",".",".",".",".",".","."
"Global Phys Environments","","Course Total","189","2.910","23.3","13.2","27.5","12.2","16.4","5.8","1.6",".",".",".",".",".",".",".",".","."
"Resources and People","139","001","30","2.983","16.7","23.3","26.7","13.3","13.3",".","3.3",".",".",".",".",".","3.3",".",".","."
"World Regions:Concept&Probs","140","001","113","3.127","14.2","48.7","14.2","3.5","5.3","4.4","3.5","2.7",".",".",".",".","2.7",".","0.9","."
"Digital Globe:GIScience & Tech","170","001","74","3.313","23.0","33.8","25.7","10.8","4.1",".",".","2.7",".",".",".",".",".",".",".","."
"Soil: Ecosystem & Resource","230","001","10","2.550","10.0","20.0","10.0","10.0","40.0","10.0",".",".",".",".",".",".",".",".",".","."
"Eastern Europe:Interdis Survey","254","001","11","3.591","45.5","27.3","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Latin America-Introduction","260","001","11","3.444","18.2","36.4","27.3",".",".",".",".","18.2",".",".",".",".",".",".",".","."
"Africa: Introductory Survey","277","001","8","3.375","37.5","25.0","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Introduction to the City","305","001","56","3.682","76.8","7.1","5.4","1.8","3.6","1.8","1.8",".",".",".",".",".",".",".","1.8","."
"People, Land and Food","309","001","8","3.188","37.5","12.5","12.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Geopolitics","318","001","49","3.459","30.6","44.9","18.4","2.0","2.0","2.0",".",".",".",".",".",".",".",".",".","."
"Geomorphology","320","001","8","3.438","37.5","12.5","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Global Warming Debate","332","001","35","2.839","2.9","17.1","45.7","5.7","11.4","5.7",".","8.6",".",".",".",".","2.9",".",".","."
"","339","001","37","2.770","21.6","10.8","24.3","8.1","24.3","10.8",".",".",".",".",".",".",".",".",".","."
"","339","002","38","2.847","15.8","7.9","34.2","10.5","23.7","2.6",".",".",".",".",".",".",".","5.3",".","."
"Environmental Conservation","","Course Total","75","2.808","18.7","9.3","29.3","9.3","24.0","6.7",".",".",".",".",".",".",".","2.7",".","."
"Europe","349","001","181","3.319","40.3","16.0","18.8","9.9","5.5","3.9",".","5.0",".",".",".",".",".","0.6",".","."
"Quantitative Meth-Geog Anal","360","001","50","2.910","16.0","26.0","28.0","12.0","10.0","2.0","6.0",".",".",".",".",".",".",".",".","."
"Introduction to Cartography","370","001","32","3.063","28.1","18.8","28.1",".","21.9",".","3.1",".",".",".",".",".",".",".",".","."
"Intro to Geog Info Systems","377","001","38","3.026","15.8","21.1","34.2","15.8","10.5","2.6",".",".",".",".",".",".",".",".",".","."
"Introduction to Geocomputing","378","001","26","3.288","23.1","34.6","26.9","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"Amer Environmental History","460","001","47","3.273","23.4","19.1","38.3","10.6","2.1",".",".","6.4",".",".",".",".",".",".",".","."
"Ldscap&Settlmt-N Amer Past","508","001","32","3.867","68.8","25.0",".",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"Economic Geography","510","001","21","3.143","23.8","19.0","28.6","19.0","9.5",".",".",".",".",".",".",".",".",".",".","."
"The Quaternary Period","527","001","12","3.682","41.7","41.7","8.3",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"Pol Eclgy in Mainland SE Asia","557","001","6","3.167",".","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Animated & Web-based Mapping","575","001","22","3.262","18.2","18.2","54.5","4.5",".",".",".",".",".",".",".",".",".",".","4.5","."
"GIS Applications","578","001","22","3.614","36.4","50.0","13.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","602","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","602","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","602","010","8","",".",".",".",".",".",".",".",".",".","62.5",".",".",".",".",".","."
"Internship","","Course Total","10","",".",".",".",".",".",".",".",".",".","70.0",".",".",".",".",".","."
"","682","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","065","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","","Course Total","2","***","","","","","","","","","","","","","","","",""
"","699","001","10","3.500","20.0","60.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","008","4","***","","","","","","","","","",".",".",".",".",".",".","."
"June 26, 2012","","","","","","","","","","","","","","","","","","","Page 214 of 404",""
