"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"Senior Honors Thesis","Course Total","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"686
Honors Seminar in Psych","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"691","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"692","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"692","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","065","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Thesis","Course Total","","12","3.838","83.3",".","8.3",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"693","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"693","066","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"693","075","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Animal Behavior Problems","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"694","016","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","039","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","055","","8","3.917","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","065","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs-Developmental Psych","Course Total","","37","3.984","97.3","2.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","003","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","006","","7","3.971","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","019","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","024","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"695","040","","16","3.922","81.3","12.5",".",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"695","049","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"695","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"695","069","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Clinical Psychology","Course Total","","70","3.974","92.9","5.7",".",".",".",".",".",".",".",".",".",".","1.4",".",".","."
"697","009","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"697","012","","8","3.952","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","014","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","017","","55","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","020","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","023","","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"697","037","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"697","038","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"June 26, 2012","","","","","","","","","","","","","","","","","","","Page 288 of 404",""
