"","967
003","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","967
004","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","967
043","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Urology Clerkship-CSC","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY
936","Dept. Total","184","3.664","54.3","21.7","12.0",".","",".","",".","",".","7.1","",".",".","",".","",".","",".",".","4.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","4.000","75.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","25.0","."
"Junior","","8","4.000","75.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","25.0","."
"Senior","","29","4.000","79.3",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","20.7","."
"Undergraduates","","41","4.000","78.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","22.0","."
"Graduate","","5","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","34","3.463","26.5","38.2","32.4",".","",".","",".","",".","2.9","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","104","3.713","51.9","26.0","10.6",".","",".","",".","",".","11.5","",".",".","",".","",".","",".",".",".","."
"Professionals","","138","3.598","45.7","29.0","15.9",".","",".","",".","",".","9.4","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","184","3.664","54.3","21.7","12.0",".","",".","",".","",".","7.1","",".",".","",".","",".","",".",".","4.9","."
