"Thesis","Course Total","5","***","","","","","","","","","","","","","","","","",""
"","999
011","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
038","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","2","***","","","","","","","","","","","","","","","","",""
"LINGUIS
550","Dept. Total","296","3.325","41.6","16.9","18.9","9.1","6.8","1.4","1.4","2.0","0.3",".","",".","0.7","0.3","0.7",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","3.250","22.2","22.2","22.2","22.2",".",".",".",".",".",".","",".",".",".","11.1",".","."
"Sophomore","","53","3.217","20.8","37.7","18.9","9.4","13.2",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","75","3.166","37.3","14.7","24.0","12.0","6.7","1.3","4.0",".",".",".","",".",".",".",".",".","."
"Senior","","116","3.356","48.3","12.1","19.0","8.6","6.0","2.6","0.9",".","0.9",".","",".","0.9",".","0.9",".","."
"Undergraduates","","253","3.265","38.3","18.6","20.6","10.3","7.5","1.6","1.6",".","0.4",".","",".","0.4",".","0.8",".","."
"Special","","8","3.214","25.0","25.0","12.5","12.5","12.5",".",".","12.5",".",".","",".",".",".",".",".","."
"Graduate","","35","3.875","68.6","2.9","8.6",".",".",".",".","14.3",".",".","",".","2.9","2.9",".",".","."
"","Dept. Total","296","3.325","41.6","16.9","18.9","9.1","6.8","1.4","1.4","2.0","0.3",".","",".","0.7","0.3","0.7",".","."
