"","999
013","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
025","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
035","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Research","Course Total","4","***","","","","","","","","","","","","","","","","","",""
"L SC COM
120","Dept. Total","541","3.672","56.4","20.1","11.5","1.5","1.7","0.4","0.4","2.6","",".","2.8","",".","0.7","1.7",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","73","3.528","42.5","24.7","27.4","2.7","1.4",".",".",".","",".",".","",".",".","1.4",".",".","."
"Sophomore","","72","3.668","61.1","22.2","12.5","1.4",".",".","1.4",".","",".",".","",".",".","1.4",".",".","."
"Junior","","125","3.689","66.4","16.0","12.0","0.8","2.4","1.6",".",".","",".",".","",".",".","0.8",".",".","."
"Senior","","203","3.697","60.1","25.6","7.9","1.5","2.0",".","0.5",".","",".",".","",".",".","2.5",".",".","."
"Undergraduates","","473","3.664","59.2","22.4","12.7","1.5","1.7","0.4","0.4",".","",".",".","",".",".","1.7",".",".","."
"Special","","7","2.875","14.3",".","14.3","14.3","14.3",".",".","28.6","",".",".","",".",".",".",".","14.3","."
"Graduate","","61","3.911","39.3","4.9","1.6",".",".",".",".","19.7","",".","24.6","",".","6.6","1.6",".","1.6","."
"","Dept. Total","541","3.672","56.4","20.1","11.5","1.5","1.7","0.4","0.4","2.6","",".","2.8","",".","0.7","1.7",".","0.4","."
