"EDU","","","","","","","","","","","","","","","","","","","",""
"EDUCATIONAL POLICY STUDIES Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","",""
"ED POL
Dept. Total
310","374","3.563","37.4","30.7","14.4","1.9","1.1","0.3","0.5","8.0","",".",".","",".","1.6","4.0",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","",""
"Freshmen","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","23","3.065","13.0","21.7","43.5","8.7","13.0",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","101","3.475","27.7","46.5","21.8","2.0",".",".","1.0",".","",".",".","",".",".","1.0",".",".","."
"Senior","102","3.557","42.2","36.3","14.7","2.9","1.0",".","1.0","1.0","",".",".","",".",".","1.0",".",".","."
"Undergraduates","228","3.472","32.9","39.5","20.6","3.1","1.8",".","0.9","0.4","",".",".","",".",".","0.9",".",".","."
"Special","6","3.700","50.0","16.7","16.7",".",".",".",".",".","",".",".","",".",".","16.7",".",".","."
"Graduate","140","3.774","44.3","17.1","4.3",".",".","0.7",".","20.7","",".",".","",".","4.3","8.6",".",".","."
"Dept. Total","374","3.563","37.4","30.7","14.4","1.9","1.1","0.3","0.5","8.0","",".",".","",".","1.6","4.0",".",".","."
