"","999
011","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
093","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
095","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Research Prob","Course Total","7","4.000","71.4",".",".",".",".",".",".","14.3",".",".","",".",".","14.3",".",".","."
"JOURN
512","Dept. Total","1413","3.555","48.8","24.0","15.9","3.1","1.1","0.6","0.6","2.7","0.1","1.9","",".","0.3","0.8",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","95","3.306","31.6","29.5","28.4","4.2","2.1","3.2","1.1",".",".",".","",".",".",".",".",".","."
"Sophomore","","230","3.537","45.7","28.3","20.9","3.9","0.9","0.4",".",".",".",".","",".",".",".",".",".","."
"Junior","","316","3.375","33.9","29.4","25.3","5.4","1.9","0.3","1.9",".",".","1.9","",".",".",".",".",".","."
"Senior","","627","3.678","60.1","22.8","10.2","2.2","0.8","0.5","0.2","0.3",".","1.4","",".","0.2","0.6",".","0.6","."
"Undergraduates","","1268","3.539","48.8","25.9","17.3","3.5","1.2","0.6","0.6","0.2",".","1.2","",".","0.1","0.3",".","0.3","."
"Special","","2","3.000",".",".","50.0",".",".",".",".",".",".","50.0","",".",".",".",".",".","."
"Graduate","","138","3.921","51.4","5.8","1.4",".",".",".",".","25.4","0.7","8.0","",".","2.2","5.1",".",".","."
"Prof Yr 1","","3","3.167",".","33.3","66.7",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 3","","2","3.500",".","50.0",".",".",".",".",".","50.0",".",".","",".",".",".",".",".","."
"Professionals","","5","3.233",".","40.0","40.0",".",".",".",".","20.0",".",".","",".",".",".",".",".","."
"","Dept. Total","1413","3.555","48.8","24.0","15.9","3.1","1.1","0.6","0.6","2.7","0.1","1.9","",".","0.3","0.8",".","0.3","."
