"ENTOMOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","",""
"Grad Research & Thesis","Course Total","25","",".",".",".",".",".",".",".","16.0","4.0",".",".","80.0","",".",".",".","."
"ENTOM
355","Dept. Total","317","3.579","52.4","23.7","8.8","2.2","3.2","0.3","0.9","1.9","0.3",".",".","6.3","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","29","3.455","27.6","55.2","6.9","3.4","6.9",".",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","46","3.470","56.5","23.9","8.7","4.3","2.2",".","4.3",".",".",".",".",".","",".",".",".","."
"Junior","","58","3.358","43.1","25.9","17.2","3.4","6.9","1.7","1.7",".",".",".",".",".","",".",".",".","."
"Senior","","113","3.700","64.6","22.1","8.8","1.8","2.7",".",".",".",".",".",".",".","",".",".",".","."
"Undergraduates","","246","3.546","53.7","27.2","10.6","2.8","4.1","0.4","1.2",".",".",".",".",".","",".",".",".","."
"Special","","2","3.500",".","50.0",".",".",".",".",".","50.0",".",".",".",".","",".",".",".","."
"Graduate","","69","3.865","49.3","10.1","2.9",".",".",".",".","7.2","1.4",".",".","29.0","",".",".",".","."
"","Dept. Total","317","3.579","52.4","23.7","8.8","2.2","3.2","0.3","0.9","1.9","0.3",".",".","6.3","",".",".",".","."
