"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","BC","C","","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","",""
"MUS PERF
664","Dept. Total","478","3.941","88.7","7.3","1.9","0.4","",".","0.2","",".","0.2","",".",".","",".","",".","1.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","33","3.857","78.8","15.2","6.1",".","",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","67","3.881","83.6","13.4",".",".","",".","1.5","",".",".","",".",".","",".","",".","1.5",".",".","."
"Junior","","76","3.888","82.9","11.8","3.9","1.3","",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","137","3.958","91.2","5.1","2.2",".","",".",".","",".",".","",".",".","",".","",".","1.5",".",".","."
"Undergraduates","","313","3.915","86.3","9.6","2.6","0.3","",".","0.3","",".",".","",".",".","",".","",".","1.0",".",".","."
"Special","","5","3.786","80.0",".",".","20.0","",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","160","3.983","93.8","3.1","0.6",".","",".",".","",".","0.6","",".",".","",".","",".","1.9",".",".","."
"","Dept. Total","478","3.941","88.7","7.3","1.9","0.4","",".","0.2","",".","0.2","",".",".","",".","",".","1.3",".",".","."
