"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"PLANT PATHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"PL PATH
766","Dept. Total","106","3.484","44.3","9.4","8.5","2.8","6.6","",".","",".","6.6","",".",".","",".","19.8","0.9","0.9",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","2.500",".","33.3",".",".","66.7","",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","9","3.460","55.6","22.2",".","11.1","11.1","",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","14","3.167","42.9","7.1","14.3","14.3","14.3","",".","",".",".","",".",".","",".",".",".","7.1",".","."
"Senior","","22","3.592","68.2","4.5","13.6",".","9.1","",".","",".",".","",".",".","",".",".","4.5",".",".","."
"Undergraduates","","48","3.353","54.2","10.4","10.4","6.3","14.6","",".","",".",".","",".",".","",".",".","2.1","2.1",".","."
"Special","","2","3.750","50.0","50.0",".",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","56","3.710","35.7","7.1","7.1",".",".","",".","",".","12.5","",".",".","",".","37.5",".",".",".","."
"","Dept. Total","106","3.484","44.3","9.4","8.5","2.8","6.6","",".","",".","6.6","",".",".","",".","19.8","0.9","0.9",".","."
