"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","115
002","11","",".",".",".",".",".",".",".",".",".","81.8","18.2",".",".",".",".","."
"ESL: Grammar-Academic Use","Course Total","23","",".",".",".",".",".",".",".",".",".","87.0","13.0",".",".",".",".","."
"","116
001","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
002","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","116
003","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
004","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"ESL:Academc Readng&Vocablry","Course Total","66","",".",".",".",".",".",".",".",".",".","97.0","3.0",".",".",".",".","."
"","117
001","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
002","16","",".",".",".",".",".",".",".",".",".","81.3","18.8",".",".",".",".","."
"","117
003","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
004","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"","117
005","14","",".",".",".",".",".",".",".",".",".","92.9","7.1",".",".",".",".","."
"","117
006","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
007","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","117
008","14","",".",".",".",".",".",".",".",".",".","92.9","7.1",".",".",".",".","."
"","117
009","14","",".",".",".",".",".",".",".",".",".","92.9","7.1",".",".",".",".","."
"ESL: Academic Writing I","Course Total","132","",".",".",".",".",".",".",".",".",".","93.9","6.1",".",".",".",".","."
"","118
001","12","3.542","33.3","58.3",".",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","118
002","14","3.357","35.7","14.3","42.9",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","118
003","14","3.250","21.4","28.6","28.6","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"","118
004","14","3.143","21.4","7.1","57.1","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","118
005","15","3.600","53.3","26.7","13.3",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","118
006","14","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
007","16","3.563","50.0","31.3","6.3","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","118
008","15","3.367","40.0","13.3","33.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","118
009","15","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
010","15","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","011
118","16","3.563","50.0","18.8","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","118
012","15","3.500","26.7","46.7","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
013","15","3.467","40.0","40.0","6.7",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"","118
014","10","3.750","70.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"ESL: Academic Writing II","Course Total","200","3.513","42.0","30.0","20.5","3.5","4.0",".",".",".",".",".",".",".",".",".",".","."
"ESL:Oral Communicatn Skills","122
001","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","168
001","138","3.290","27.5","30.4","29.7","5.8","4.3",".","2.2",".",".",".",".",".",".",".",".","."
"","002
168","30","3.448","26.7","36.7","30.0","3.3",".",".",".","3.3",".",".",".",".",".",".",".","."
"","168
003","230","3.254","23.5","34.3","26.1","8.7","2.6","0.4","2.6",".",".",".",".",".","0.9",".","0.9","."
"Intro to Modern Lit since 1900","Course Total","398","3.282","25.1","33.2","27.6","7.3","3.0","0.3","2.3","0.3",".",".",".",".","0.5",".","0.5","."
"","169
001","251","3.347","24.7","35.5","31.5","6.0","1.2",".","1.2",".",".",".",".",".",".",".",".","."
"","169
002","30","3.379","26.7","40.0","26.7",".",".",".","3.3",".",".",".",".",".",".","3.3",".","."
"Intro to Modern American Lit","Course Total","281","3.350","24.9","35.9","31.0","5.3","1.1",".","1.4",".",".",".",".",".",".","0.4",".","."
"Intro to Lit of Native America","172
001","65","3.234","23.1","36.9","20.0","7.7","3.1","1.5","3.1",".",".",".",".",".",".",".","4.6","."
"","201
001","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
002","18","3.667","83.3",".","11.1",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","201
003","10","3.050","30.0","10.0","30.0","20.0",".","10.0",".",".",".",".",".",".",".",".",".","."
"","201
004","16","3.906","87.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"June 26, 2012","","","","","","","","","","","","","","","","","","Page 204 of 404",""
