"","999
009","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
011","4","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
019","5","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Indep Reading & Research","Course Total","10","4.000","40.0",".",".",".",".",".",".","50.0","10.0",".","",".","",".",".",".",".","."
"AFRICAN
104","Dept. Total","571","3.361","38.2","21.4","15.2","8.8","7.5","1.8","0.9","3.0","0.2",".","",".","",".","2.6","0.4","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","64","3.199","23.4","31.3","14.1","9.4","18.8","3.1",".",".",".",".","",".","",".",".",".",".","."
"Sophomore","","128","3.203","26.6","26.6","19.5","12.5","10.9","3.1","0.8",".",".",".","",".","",".",".",".",".","."
"Junior","","121","3.361","42.1","19.8","19.0","7.4","7.4","1.7","1.7",".",".",".","",".","",".",".","0.8",".","."
"Senior","","166","3.371","41.0","20.5","16.3","11.4","4.8","1.2","1.2","1.2",".",".","",".","",".","1.8","0.6",".","."
"Undergraduates","","479","3.298","35.1","23.4","17.5","10.4","9.0","2.1","1.0","0.4",".",".","",".","",".","0.6","0.4",".","."
"Special","","9","3.587","22.2","22.2","11.1",".",".",".",".","22.2",".",".","",".","",".","11.1",".","11.1","."
"Graduate","","82","3.895","57.3","9.8","2.4",".",".",".",".","15.9","1.2",".","",".","",".","13.4",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"","Dept. Total","571","3.361","38.2","21.4","15.2","8.8","7.5","1.8","0.9","3.0","0.2",".","",".","",".","2.6","0.4","0.2","."
