"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","49","2.917","16.3","8.2","40.8","12.2","18.4","2.0",".","2.0",".",".",".",".",".",".",".","."
"","100
002","48","2.896","29.2","8.3","20.8","20.8","10.4","8.3","2.1",".",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","97","2.906","22.7","8.2","30.9","16.5","14.4","5.2","1.0","1.0",".",".",".",".",".",".",".","."
"","211
001","43","2.837","9.3","2.3","55.8","16.3","14.0","2.3",".",".",".",".",".",".",".",".",".","."
"","211
002","40","2.913","15.0","2.5","55.0","5.0","22.5",".",".",".",".",".",".",".",".",".",".","."
"","211
003","37","2.932","18.9","8.1","40.5","5.4","27.0",".",".",".",".",".",".",".",".",".",".","."
"","211
004","39","2.885","10.3","5.1","56.4","7.7","20.5",".",".",".",".",".",".",".",".",".",".","."
"","211
005","49","3.173","32.7","8.2","38.8","2.0","18.4",".",".",".",".",".",".",".",".",".",".","."
"","211
006","39","3.026","25.6","7.7","35.9","7.7","23.1",".",".",".",".",".",".",".",".",".",".","."
"","211
007","46","2.978","26.1","6.5","32.6","10.9","21.7","2.2",".",".",".",".",".",".",".",".",".","."
"","211
008","45","2.867","15.6","6.7","46.7","2.2","26.7","2.2",".",".",".",".",".",".",".",".",".","."
"","211
009","47","3.106","19.1","19.1","42.6","2.1","17.0",".",".",".",".",".",".",".",".",".",".","."
"","010
211","44","2.852","13.6","9.1","45.5","2.3","27.3","2.3",".",".",".",".",".",".",".",".",".","."
"","211
011","26","2.750","7.7","11.5","57.7",".","11.5","7.7","3.8",".",".",".",".",".",".",".",".","."
"","211
012","29","3.121","17.2","10.3","58.6","6.9","6.9",".",".",".",".",".",".",".",".",".",".","."
"","013
211","39","2.705","7.7","2.6","46.2","10.3","33.3",".",".",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","523","2.941","17.4","7.6","46.3","6.1","21.2","1.1","0.2",".",".",".",".",".",".",".",".","."
"Accounting Principles","300
001","204","3.093","24.0","25.5","21.1","11.3","10.3","2.9","2.0","2.9",".",".",".",".",".",".",".","."
"","301
001","44","3.284","29.5","27.3","20.5","15.9","6.8",".",".",".",".",".",".",".",".",".",".","."
"","301
002","41","3.220","26.8","34.1","17.1","9.8","7.3","4.9",".",".",".",".",".",".",".",".",".","."
"","003
301","39","3.308","33.3","25.6","20.5","10.3","10.3",".",".",".",".",".",".",".",".",".",".","."
"","301
004","44","3.058","22.7","20.5","29.5","13.6","4.5","4.5","2.3",".","2.3",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","168","3.216","28.0","26.8","22.0","12.5","7.1","2.4","0.6",".","0.6",".",".",".",".",".",".","."
"","302
001","21","3.167","19.0","19.0","47.6","4.8","9.5",".",".",".",".",".",".",".",".",".",".","."
"","302
002","31","3.242","25.8","12.9","48.4","9.7","3.2",".",".",".",".",".",".",".",".",".",".","."
"","302
003","42","3.321","31.0","14.3","45.2","7.1","2.4",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting II","Course Total","94","3.261","26.6","14.9","46.8","7.4","4.3",".",".",".",".",".",".",".",".",".",".","."
"","310
001","21","3.400","28.6","23.8","38.1","4.8",".",".",".","4.8",".",".",".",".",".",".",".","."
"","310
002","53","3.321","32.1","17.0","41.5","1.9","7.5",".",".",".",".",".",".",".",".",".",".","."
"Cost Management Systems","Course Total","74","3.342","31.1","18.9","40.5","2.7","5.4",".",".","1.4",".",".",".",".",".",".",".","."
"Taxatn:Bus & Persnl Planng","329
001","30","3.138","26.7","26.7","20.0","6.7","10.0","6.7",".",".",".",".",".",".",".",".","3.3","."
"Advanced Financial Reporting","406
001","34","3.382","50.0","17.6","14.7","5.9","5.9","5.9",".",".",".",".",".",".",".",".",".","."
"","600
001","55","3.855","78.2","14.5","7.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600
002","38","3.763","65.8","21.1","13.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Acct Internshp & Prac Rsch","Course Total","93","3.817","73.1","17.2","9.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pro Prac Iss-Acct & Auditng","601
001","93","3.715","52.7","37.6","9.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Financial Statement Analysis","603
001","50","3.590","46.0","26.0","28.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","620
001","45","3.233","28.9","35.6","13.3","6.7","11.1","4.4",".",".",".",".",".",".",".",".",".","."
"","620
002","39","3.211","28.2","25.6","20.5","10.3","10.3","2.6",".",".",".",".",".",".","2.6",".",".","."
"Fundamentals of Taxation","Course Total","84","3.223","28.6","31.0","16.7","8.3","10.7","3.6",".",".",".",".",".",".","1.2",".",".","."
"Audit and Assurance Services","001
630","60","3.475","43.3","18.3","31.7","3.3","3.3",".",".",".",".",".",".",".",".",".",".","."
"","631
001","45","3.789","62.2","33.3","4.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","631
002","45","3.844","73.3","22.2","4.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Info Tech, Risk&Assurance Serv","Course Total","90","3.817","67.8","27.8","4.4",".",".",".",".",".",".",".",".",".",".",".",".","."
