"","990
036","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
040","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Biomoleclr Chem & Rsrch","Course Total","34","",".",".",".",".",".",".",".","58.8",".",".",".","8.8",".",".","32.4","."
"BMOLCHEM
758","Dept. Total","228","3.198","36.0","10.5","18.0","1.3","5.7","2.6","3.1","14.9","0.4",".",".","1.3","0.4","0.9","4.8","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","2.938",".","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","35","3.090","48.6","11.4","17.1","2.9","2.9","8.6","5.7",".",".",".",".",".",".","2.9",".","."
"Senior","","120","3.198","45.0","12.5","24.2","0.8","9.2","2.5","4.2",".",".",".",".",".","0.8","0.8",".","."
"Undergraduates","","158","3.169","44.9","12.7","22.8","1.9","7.6","3.8","4.4",".",".",".",".",".","0.6","1.3",".","."
"Special","","12","3.300","25.0","25.0","41.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","58","3.917","13.8","1.7",".",".",".",".",".","58.6","1.7",".",".","5.2",".",".","19.0","."
"","Dept. Total","228","3.198","36.0","10.5","18.0","1.3","5.7","2.6","3.1","14.9","0.4",".",".","1.3","0.4","0.9","4.8","."
