"","699
006","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","699
007","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","699
008","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Project","Course Total","6","3.909","83.3","16.7",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"DANCE
741","Dept. Total","774","3.819","75.5","11.4","4.9","1.3","0.6","0.5","0.6","4.4","0.1",".","",".","0.1","0.4","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","67","3.839","77.6","17.9","1.5",".",".","1.5",".",".",".",".","",".",".","1.5",".",".","."
"Sophomore","","143","3.832","74.1","18.2","4.2","0.7","0.7",".","0.7","0.7",".",".","",".",".","0.7",".",".","."
"Junior","","153","3.755","81.0","8.5","3.3","2.6","0.7","1.3","2.0",".",".",".","",".",".","0.7",".",".","."
"Senior","","372","3.860","75.5","8.9","5.4","1.3",".",".","0.3","8.3","0.3",".","",".",".",".",".",".","."
"Undergraduates","","735","3.830","76.6","11.4","4.4","1.4","0.3","0.4","0.7","4.4","0.1",".","",".",".","0.4",".",".","."
"Special","","15","3.281","40.0","13.3","20.0",".","13.3","6.7",".",".",".",".","",".",".",".","6.7",".","."
"Graduate","","22","3.732","59.1","9.1","13.6",".","4.5",".",".","9.1",".",".","",".","4.5",".",".",".","."
"Prof Yr 2","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","774","3.819","75.5","11.4","4.9","1.3","0.6","0.5","0.6","4.4","0.1",".","",".","0.1","0.4","0.1",".","."
