"","990
020","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
021","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
022","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis-Research","Course Total","48","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"CBE
220","Dept. Total","977","3.198","30.8","16.9","17.3","10.4","8.8","1.6","0.5","12.8",".","0.2",".","0.1","0.1",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","17","2.990","29.4","11.8","5.9","29.4","11.8","5.9",".",".",".",".",".",".",".",".","5.9","."
"Junior","","162","3.041","22.8","23.5","17.3","22.2","11.1","1.9","1.2",".",".",".",".",".",".",".",".","."
"Senior","","558","3.197","33.2","19.4","23.5","10.2","11.3","1.8",".",".",".",".",".",".","0.2",".","0.5","."
"Undergraduates","","738","3.158","30.9","20.1","21.7","13.3","11.2","1.9","0.3",".",".",".",".",".","0.1",".","0.5","."
"Special","","26","2.975","42.3","23.1","7.7",".","7.7","7.7","11.5",".",".",".",".",".",".",".",".","."
"Graduate","","221","3.700","31.7","5.0","3.2","1.8","0.5",".",".","56.6",".","0.9",".","0.5",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","986","3.198","31.4","16.7","17.1","10.3","8.7","1.6","0.5","12.7",".","0.2",".","0.1","0.1",".","0.4","."
