"","990
117","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
118","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","66","",".",".",".",".",".",".",".","65.2",".",".",".","34.8",".",".",".","."
"Seminar in Genetics","993
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"GENETICS
412","Dept. Total","628","3.348","49.5","9.1","15.3","3.5","8.1","1.9","0.6","7.3",".",".",".","3.7","0.3",".","0.5","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","21","3.652","71.4","14.3","4.8","4.8",".",".","4.8",".",".",".",".",".",".",".",".","."
"Sophomore","","54","3.606","87.0",".","1.9","1.9","7.4",".","1.9",".",".",".",".",".",".",".",".","."
"Junior","","115","3.071","48.7","2.6","20.9","3.5","15.7","6.1","0.9",".",".",".",".",".",".",".","1.7","."
"Senior","","304","3.375","51.0","13.8","18.8","4.9","8.6","1.6","0.3",".",".",".",".",".","0.7",".",".","0.3"
"Undergraduates","","494","3.320","55.3","9.7","16.8","4.3","9.7","2.4","0.8",".",".",".",".",".","0.4",".","0.4","0.2"
"Special","","11","3.018","36.4",".","18.2","9.1","27.3",".",".",".",".",".",".",".",".",".","9.1","."
"Graduate","","123","3.684","27.6","7.3","8.9",".",".",".",".","37.4",".",".",".","18.7",".",".",".","."
"","Dept. Total","628","3.348","49.5","9.1","15.3","3.5","8.1","1.9","0.6","7.3",".",".",".","3.7","0.3",".","0.5","0.2"
