"ALS","","","","","","","","","","","","","","","","","","","","",""
"ANIMAL SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","","",""
"AN SCI
604","Dept. Total","591","3.175","40.8","14.6","17.6","7.4","10.5","1.9","1.0","2.9","",".",".","",".","1.9","0.5",".","1.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","40","2.599","15.0","5.0","27.5","12.5","35.0","5.0",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","91","3.002","36.3","12.1","19.8","13.2","11.0","4.4","2.2",".","",".",".","",".",".","1.1",".",".","."
"Junior","","130","3.219","42.3","19.2","19.2","8.5","9.2","0.8","0.8",".","",".",".","",".",".",".",".",".","."
"Senior","","241","3.247","45.2","14.1","19.9","6.2","10.4","1.7","1.2","0.4","",".",".","",".",".",".",".","0.8","."
"Undergraduates","","502","3.137","40.4","14.3","20.3","8.6","12.2","2.2","1.2","0.2","",".",".","",".",".","0.2",".","0.4","."
"Special","","8","3.267","37.5","37.5",".","12.5","12.5",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","84","3.852","45.2","13.1","2.4",".",".",".",".","19.0","",".",".","",".","13.1","2.4",".","4.8","."
"","Dept. Total","594","3.175","41.1","14.5","17.5","7.4","10.4","1.9","1.0","2.9","",".",".","",".","1.9","0.5",".","1.0","."
