"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"","466
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","466
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teaching-Music:Elem","Course Total","","3","***","","","","","","","","","","","","","","","",""
"","467
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","467
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teaching-Music:Secndry","Course Total","","3","***","","","","","","","","","","","","","","","",""
"Stdt Teaching Engl-Mid Schl","472
001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teach-Science in H.S.","490
001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Student Teaching in HS Math","494
001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teach Sci-MiddleSchl","495
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teaching-English in HS","496
001","","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teach-Middle Schl Math","497
001","","6","",".",".",".",".",".",".",".",".",".","83.3",".",".",".",".","16.7","."
"Stdt Teaching-Middle School","498
001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Health Info for Teachers","501
001","","43","3.616","39.5","46.5","11.6","2.3",".",".",".",".",".",".",".",".",".",".",".","."
"Literacy Assessmnt&Interventn","504
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","506
001","","25","3.980","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","506
002","","31","3.952","90.3","9.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Strategy-Inclusive Schoolng","Course Total","","56","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Holocaust: Hist, Memory & Educ","515
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","537
001","","31","3.984","96.8","3.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","537
002","","30","3.900","83.3","13.3","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Diverse Learners","Course Total","","61","3.943","90.2","8.2","1.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Org&Adm-School Hlth Progms","541
001","","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teacher Ed-Alcohol & Drugs","542
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Probs-Teaching World Lang","564
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pract-Spec Ed in the Arts","566
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Methods-Instructn w/Technol","600
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar on Literacy","604
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fld Proj-Lib&Info Agencies","620
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","626
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","626
002","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Action Research in Schools","Course Total","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
001","","19","4.000","94.7",".",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","630
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","Section Total","","24","4.000","95.8",".",".",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"Wrkshp-Schl Program Develop","Course Total","","24","4.000","95.8",".",".",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"Tchg: Ratios & Proportions","637
001","","18","3.778","77.8",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg: Geometry & Measurement","638
001","","30","3.900","93.3",".","3.3",".","3.3",".",".",".",".",".",".",".",".",".",".","."
"Tchg: Conjecturing & Reasoning","640
001","","8","3.688","37.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Early Childhood Education","660
001","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem School Curriculum","662
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lrng Envr-Initial Ed Progm","663
001","","18","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"June 26, 2012","","","","","","","","","","","","","","","","","","","","Page 82 of 404"
