"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","84998","3.234","36.9","19.4","18.7","8.0","7.9","2.3","1.3","2.7","0.0","1.1","0.1","0.6","0.6","0.1","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","7796","2.960","25.1","18.3","22.3","12.1","13.7","4.0","2.1","0.1","0.0","1.8","0.1",".","0.2","0.1","0.0","."
"Sophomore","","20035","3.146","31.2","20.9","22.6","9.9","10.2","2.6","1.2","0.0","0.0","1.0","0.0",".","0.2","0.0","0.0","0.0"
"Junior","","20847","3.165","33.0","20.5","22.5","9.4","8.9","2.7","1.7","0.1","0.0","0.7","0.0","0.0","0.4","0.1","0.1","0.0"
"Senior","","24932","3.310","41.5","20.8","17.4","7.3","6.7","2.2","1.2","0.9","0.0","0.8","0.1","0.1","0.7","0.1","0.1","0.0"
"Undergraduates","","73610","3.182","34.6","20.5","20.8","9.1","9.0","2.7","1.4","0.4","0.0","0.9","0.1","0.0","0.4","0.1","0.1","0.0"
"Special","","1394","3.441","30.6","14.1","8.9","3.5","3.1","0.6","0.9","28.0","0.1","4.4","0.3",".","1.1","1.1","3.2","."
"Graduate","","9967","3.817","55.8","11.8","4.7","0.5","0.3","0.1","0.1","16.8","0.2","2.2","0.1","4.9","2.1","0.0","0.6","0.0"
"Prof Yr 1","","71","3.683","64.8","19.7","14.1","1.4",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","90","3.862","71.1","13.3","2.2","1.1",".",".",".",".",".",".",".",".","11.1",".","1.1","."
"Prof Yr 3","","90","3.800","65.6","13.3","7.8",".",".",".",".","5.6",".","1.1",".",".","6.7",".",".","."
"Prof Yr 4","","28","3.763","46.4","17.9","7.1",".",".",".",".","10.7",".","10.7",".","7.1",".",".",".","."
"Professionals","","279","3.786","65.2","15.4","7.5","0.7",".",".",".","2.9",".","1.4",".","0.7","5.7",".","0.4","."
"","College Total","85250","3.234","37.1","19.3","18.7","8.0","7.9","2.3","1.3","2.7","0.0","1.1","0.1","0.6","0.6","0.1","0.2","0.0"
