"TERM : 1074","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2006-2007","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"JOURN AND MASS COMMUNICA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"JOURN
Dept. Total
512","1419","3.487","40.5","29.2","18.7","3.7","1.6","0.7","0.6","1.8","0.1","2.6","",".","0.2","",".",".","0.3","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","110","3.359","27.3","35.5","28.2","3.6","4.5",".","0.9",".",".",".","",".",".","",".",".",".","."
"Sophomore","263","3.534","43.7","29.7","21.3","3.0","1.5",".","0.4",".",".","0.4","",".",".","",".",".",".","."
"Junior","332","3.352","25.6","34.0","28.6","4.8","1.5","0.9","0.6",".","0.3","3.6","",".",".","",".",".",".","."
"Senior","573","3.519","45.0","28.6","13.6","4.0","1.4","1.2","0.9","1.0",".","4.2","",".",".","",".",".",".","."
"Undergraduates","1278","3.461","38.2","30.8","20.3","4.0","1.7","0.8","0.7","0.5","0.1","2.9","",".",".","",".",".",".","."
"Special","10","3.600","50.0","20.0","10.0","10.0",".",".",".","10.0",".",".","",".",".","",".",".",".","."
"Graduate","130","3.858","63.1","13.1","3.8",".",".",".",".","14.6",".",".","",".","2.3","",".",".","3.1","."
"Prof Yr 3","1","3.500",".","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Professionals","1","3.500",".","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Dept. Total","1419","3.487","40.5","29.2","18.7","3.7","1.6","0.7","0.6","1.8","0.1","2.6","",".","0.2","",".",".","0.3","."
