"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"","349
001","14","2.929","14.3","7.1","42.9","21.4","14.3",".",".",".",".",".",".",".",".",".",".","."
"","002
349","13","2.654","15.4","15.4",".","23.1","46.2",".",".",".",".",".",".",".",".",".",".","."
"","349
003","20","3.225","30.0","35.0","5.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","349
004","20","3.150","10.0","40.0","20.0","30.0",".",".",".",".",".",".",".",".",".",".",".","."
"","349
005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","349
006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","349
007","17","3.588","41.2","35.3","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","349
008","12","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engineering Design Projects","Course Total","103","3.214","28.2","27.2","18.4","13.6","11.7","1.0",".",".",".",".",".",".",".",".",".","."
"","351
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","351
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Interdis Exper Dsgn Projects I","Course Total","4","***","","","","","","","","","","","","","","","",""
"","352
001","9","3.444","22.2","44.4","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","352
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Interdis Expr Dsgn Projects II","Course Total","14","3.607","42.9","35.7","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","361
001","35","2.559","11.4","2.9","28.6","25.7","17.1","8.6","2.9",".",".",".",".",".",".",".",".","2.9"
"","361
002","40","2.613","10.0","7.5","17.5","35.0","25.0","5.0",".",".",".",".",".",".",".",".",".","."
"","361
003","36","2.708","13.9","16.7","13.9","25.0","25.0","2.8","2.8",".",".",".",".",".",".",".",".","."
"Thermodynamics","Course Total","111","2.627","11.7","9.0","19.8","28.8","22.5","5.4","1.8",".",".",".",".",".",".",".",".","0.9"
"","363
001","65","2.877","15.4","21.5","24.6","18.5","10.8","9.2",".",".",".",".",".",".",".",".",".","."
"","002
363","55","2.845","14.5","14.5","30.9","16.4","18.2","5.5",".",".",".",".",".",".",".",".",".","."
"Fluid Dynamics","Course Total","120","2.863","15.0","18.3","27.5","17.5","14.2","7.5",".",".",".",".",".",".",".",".",".","."
"","364
001","53","2.972","22.6","11.3","34.0","9.4","18.9","3.8",".",".",".",".",".",".",".",".",".","."
"","364
002","44","3.057","27.3","25.0","25.0",".","11.4","11.4",".",".",".",".",".",".",".",".",".","."
"Elementary Heat Transfer","Course Total","97","3.010","24.7","17.5","29.9","5.2","15.5","7.2",".",".",".",".",".",".",".",".",".","."
"Engr Measurements Lab","368
001","85","3.135","12.9","27.1","40.0","14.1","5.9",".",".",".",".",".",".",".",".",".",".","."
"Energy Systems Laboratory","370
001","109","2.807","16.5","8.3","23.9","22.9","28.4",".",".",".",".",".",".",".",".",".",".","."
"Mechanical Dissection","379
001","8","3.563","37.5","37.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","417
001","21","2.357","4.8","9.5","28.6","14.3","23.8","14.3","4.8",".",".",".",".",".",".",".",".","."
"","417
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Polymer Processing","Course Total","22","2.357","4.5","9.1","27.3","13.6","22.7","13.6","4.5",".",".",".",".",".","4.5",".",".","."
"","418
001","61","3.615","45.9","31.1","23.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","418
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Engr Design with Polymers","Course Total","65","3.625","46.2","30.8","21.5",".",".",".",".",".",".",".",".",".","1.5",".",".","."
"Fundamentals-Injection Molding","419
001","11","3.727","63.6","18.2","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stat Expermntl Design-Engrs","424
001","10","3.450","60.0","10.0","20.0",".",".","10.0",".",".",".",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Joining of Materials","435
001","15","3.433","33.3","33.3","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Vibrations","440
001","13","3.625","38.5","38.5","15.4",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"","441
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","441
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Rheology of Foods&Biomaterials","Course Total","2","***","","","","","","","","","","","","","","","",""
"Design Problems-Elasticity","444
001","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
