"HISTORY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"Civil War Era, 1848-1877","393","001","105","2.946","12.4","27.6","32.4","10.5","9.5","2.9","3.8","1.0",".",".",".",".",".",".",".","."
"United States 1914-1945","397","001","159","3.541","53.5","24.5","10.7","1.9","1.3","3.1","1.9","2.5",".",".",".",".",".",".","0.6","."
"The US Since 1945","398","001","135","3.323","16.3","42.2","24.4","5.9","2.2","1.5",".","5.9",".",".",".",".",".","1.5",".","."
"Immigratn&Assimlatn-Am Hist","403","001","71","3.675","50.7","38.0","7.0",".","2.8",".",".","1.4",".",".",".",".",".",".",".","."
"History-American Education","412","001","86","3.274","17.4","38.4","27.9","10.5","2.3","1.2",".","2.3",".",".",".",".",".",".",".","."
"E Europe Jews in US,1880-1930s","416","001","49","3.387","40.8","20.4","12.2","12.2","4.1",".","2.0","8.2",".",".",".",".",".",".",".","."
"History of Russia","418","001","70","3.471","27.1","37.1","25.7","1.4","1.4",".",".","5.7",".",".",".",".","1.4",".",".","."
"History of Soviet Russia","419","001","68","3.261","20.6","38.2","20.6","5.9","7.4",".","1.5","5.9",".",".",".",".",".",".",".","."
"History of Scand to 1815","431","001","31","3.167","19.4","45.2","12.9","6.5","6.5","3.2","3.2",".",".",".",".",".",".","3.2",".","."
"Islamic Hist:Orig-Ottoman Empr","439","001","93","3.150","25.8","15.1","33.3","11.8","9.7",".","1.1","3.2",".",".",".",".",".",".",".","."
"Rev&Conflict-Mod Latin Amer","441","001","65","3.409","32.3","40.0","18.5","3.1","1.5","4.6",".",".",".",".",".",".",".",".",".","."
"History of East Africa","444","001","55","3.158","12.7","54.5","18.2",".",".",".","9.1","3.6",".",".",".",".",".",".","1.8","."
"Samurai: History and Image","454","001","67","3.391","40.3","20.9","23.9","9.0","4.5","1.5",".",".",".",".",".",".",".",".",".","."
"Hist SE Asia Since 1800","458","001","40","3.538","42.5","35.0","15.0",".",".",".","2.5",".",".",".",".",".",".",".","2.5","2.5"
"American West Since 1850","462","001","113","3.383","33.6","25.7","16.8","11.5","0.9",".","1.8","9.7",".",".",".",".",".",".",".","."
"Econ&Soc Hist-Eur 1500-1750","467","001","28","3.668","35.7","46.4","7.1",".",".",".",".","7.1",".",".",".",".",".",".","3.6","."
"","500","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","500","002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading Seminar in History","","Course Total","7","3.700","42.9","14.3","14.3",".",".",".",".","14.3",".",".",".",".","14.3",".",".","."
"Eur Cultural Hist 1610-1815","512","001","37","3.028","13.5","37.8","29.7","5.4","2.7",".","8.1","2.7",".",".",".",".",".",".",".","."
"Eur Cult Hist Since 1870","514","001","42","3.284","23.8","26.2","19.0","14.3","4.8",".",".","7.1",".",".",".",".",".",".",".","4.8"
"Sexuality,Modernity&Soc Change","519","001","13","3.625","53.8","15.4","15.4","7.7",".",".",".",".",".",".",".",".","7.7",".",".","."
"Writing Tribal Histories","546","001","7","2.833","28.6","28.6",".",".","14.3",".","14.3","14.3",".",".",".",".",".",".",".","."
"Byzantine Med & Pharmacy","562","001","20","3.100","20.0","10.0","55.0",".","15.0",".",".",".",".",".",".",".",".",".",".","."
"","600","001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","002","14","3.500","50.0","14.3","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","600","003","16","3.844","75.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","004","16","3.200","6.3","31.3","50.0","6.3",".",".",".",".",".",".",".",".","6.3",".",".","."
"","600","005","17","3.500","35.3","29.4","35.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","006","17","3.706","41.2","58.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","007","16","3.781","56.3","43.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","008","15","3.333","40.0","20.0","6.7","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"","600","009","16","3.467","43.8","25.0","12.5",".","12.5",".",".",".",".",".",".",".","6.3",".",".","."
"","600","010","14","3.321","42.9","21.4","21.4",".","7.1","7.1",".",".",".",".",".",".",".",".",".","."
"","600","011","15","3.300","33.3","33.3","13.3","13.3",".","6.7",".",".",".",".",".",".",".",".",".","."
"","600","012","16","3.870","87.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","013","17","3.559","35.3","47.1","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","600","014","16","3.267","18.8","25.0","37.5","12.5",".",".",".",".",".",".",".",".","6.3",".",".","."
"Advanced Seminar in History","","Course Total","220","3.554","47.3","27.3","15.9","5.9","1.4","0.9",".",".",".",".",".",".","1.4",".",".","."
"Hist-Rad&Expermntl Ed in US&UK","622","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Afro-Amer History to 1900","635","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","680","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
