"AMERICAN INDIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","",""
"Intro-Amer Indian Studies","100
001","43","3.767","69.8","14.0","16.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Amer Ind in Sci&Humanities","151
001","11","3.750","72.7","9.1",".",".","9.1",".",".",".",".",".",".",".",".","9.1",".","."
"Second Semester Ojibwe","302
001","17","3.618","70.6",".","11.8","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"Peoples&Cultures-the Arctic","317
001","7","3.556","57.1","14.3","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"American Indians in Film","325
001","22","3.955","95.5",".","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Indians-Western Great Lakes","353
001","30","3.283","36.7","10.0","40.0",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"American Indian Women","437
001","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Native Amer Envir Iss & Media","444
001","7","3.750","57.1","14.3","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Issues in Amer Ind Studies","450
010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Writing Tribal Histories","546
001","11","3.727","54.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemp Am Ind Lit Since 1953","650
001","15","3.600","53.3","40.0",".",".",".","6.7",".",".",".",".",".",".",".",".",".","."
"American Indian Affairs","658
001","12","3.529","33.3","41.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","5","***","","","","","","","","","","","","","","","",""
"AMER IND
140","Dept. Total","189","3.642","62.4","15.3","14.8","2.1","2.6","0.5","0.5","1.1",".",".",".",".",".","0.5",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.757","70.4","7.4","18.5",".",".",".",".",".",".",".",".",".",".","3.7",".","."
"Sophomore","","34","3.766","73.5","14.7","8.8",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"Junior","","54","3.544","53.7","18.5","18.5","1.9","5.6","1.9",".",".",".",".",".",".",".",".",".","."
"Senior","","67","3.590","58.2","17.9","14.9","4.5","1.5",".","1.5","1.5",".",".",".",".",".",".",".","."
"Undergraduates","","182","3.630","61.5","15.9","15.4","2.2","2.7","0.5","0.5","0.5",".",".",".",".",".","0.5",".","."
"Special","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Graduate","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","189","3.642","62.4","15.3","14.8","2.1","2.6","0.5","0.5","1.1",".",".",".",".",".","0.5",".","."
