"","990
084","5","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
096","2","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
097","1","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"Research","Course Total","48","",".",".",".",".",".",".",".","100.0","",".",".",".","",".","",".",".",".","."
"PHYSIOL
762","Dept. Total","698","3.288","41.7","12.2","23.8","3.4","8.6","2.1","1.1","6.9","",".",".",".","",".","",".",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"762
PHYSIOL","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","35","2.767","22.9","2.9","42.9","2.9","17.1","5.7","5.7",".","",".",".",".","",".","",".",".",".","."
"Junior","","155","3.099","36.1","3.9","33.5","7.1","14.8","3.9","0.6",".","",".",".",".","",".","",".",".",".","."
"Senior","","162","3.197","48.8","10.5","19.1","1.2","14.2","4.3","1.9",".","",".",".",".","",".","",".",".",".","."
"Undergraduates","","352","3.107","40.6","6.8","27.8","4.0","14.8","4.3","1.7",".","",".",".",".","",".","",".",".",".","."
"Special","","14","3.469","64.3","7.1","21.4",".","7.1",".",".",".","",".",".",".","",".","",".",".",".","."
"Graduate","","177","3.521","41.2","19.2","7.9","2.8","1.7",".","1.1","26.0","",".",".",".","",".","",".",".",".","."
"Prof Yr 1","","151","3.480","43.0","17.2","33.1","3.3","2.6",".",".",".","",".",".",".","",".","",".",".",".","0.7"
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Prof Yr 3","","3","4.000","33.3",".",".",".",".",".",".","66.7","",".",".",".","",".","",".",".",".","."
"Professionals","","155","3.478","42.6","16.8","32.9","3.2","2.6",".",".","1.3","",".",".",".","",".","",".",".",".","0.6"
"","Dept. Total","698","3.288","41.7","12.2","23.8","3.4","8.6","2.1","1.1","6.9","",".",".",".","",".","",".",".",".","0.1"
