"Politics-Pov, Inequal&Soc Pol","883
001","17","3.765","64.7","23.5","11.8",".",".",".","",".","",".",".","",".",".","",".","",".",".",".","."
"","974
001","19","3.763","52.6","47.4",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".","."
"","974
002","22","3.955","90.9","9.1",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".","."
"Topics in Public Affairs","Course Total","41","3.866","73.2","26.8",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"PUB AFFR
826","Dept. Total","326","3.730","54.6","35.6","7.1","0.6","0.3","",".","",".","1.2","",".",".","",".","",".","0.3",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","3.500",".","100.0",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","21","3.690","52.4","38.1","4.8","4.8",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","22","3.682","50.0","40.9","4.5","4.5",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Special","","1","",".",".",".",".",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"Graduate","","291","3.733","55.3","34.7","7.6","0.3","0.3","",".","",".","1.0","",".",".","",".","",".","0.3",".","0.3","."
"Prof Yr 2","","2","3.750","50.0","50.0",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","10","3.750","50.0","50.0",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","12","3.750","50.0","50.0",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","326","3.730","54.6","35.6","7.1","0.6","0.3","",".","",".","1.2","",".",".","",".","",".","0.3",".","0.3","."
