"","990
028","3","***","","","","","","","","","","",".",".",".","",".",".",".","."
"","990
030","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"","990
032","2","***","","","","","","","","","","",".",".",".","",".",".",".","."
"Research and Thesis","Course Total","15","",".",".",".",".",".",".",".","86.7","",".",".",".","",".",".",".","13.3","."
"WL ECOL
960","Dept. Total","280","3.133","32.1","19.3","21.8","8.2","7.1","3.2","1.8","4.6","",".",".",".","",".","0.4","0.7","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"960
WL ECOL","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","3.813","66.7","33.3",".",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"Sophomore","","27","2.826","14.8","25.9","18.5","14.8","14.8","7.4",".",".","",".",".",".","",".","3.7",".",".","."
"Junior","","59","2.804","28.8","15.3","22.0","15.3","8.5","5.1","5.1",".","",".",".",".","",".",".",".",".","."
"Senior","","153","3.224","32.7","22.2","26.8","5.9","7.2","2.6","1.3",".","",".",".",".","",".",".","1.3",".","."
"Undergraduates","","242","3.086","30.2","21.1","24.4","9.1","8.3","3.7","2.1",".","",".",".",".","",".","0.4","0.8",".","."
"Special","","7","3.800","71.4","14.3",".","14.3",".",".",".",".","",".",".",".","",".",".",".",".","."
"Graduate","","31","3.727","38.7","6.5","6.5",".",".",".",".","41.9","",".",".",".","",".",".",".","6.5","."
"","Dept. Total","280","3.133","32.1","19.3","21.8","8.2","7.1","3.2","1.8","4.6","",".",".",".","",".","0.4","0.7","0.7","."
