"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","101
001","13","2.231","15.4",".","23.1",".","38.5","15.4","7.7",".",".",".",".",".",".",".",".","."
"","101
002","26","2.538","15.4","7.7","23.1","7.7","34.6","7.7","3.8",".",".",".",".",".",".",".",".","."
"","003
101","22","2.500","18.2","9.1","27.3","9.1","18.2","4.5","13.6",".",".",".",".",".",".",".",".","."
"","101
004","22","2.333","13.6","13.6","18.2","4.5","22.7","9.1","13.6","4.5",".",".",".",".",".",".",".","."
"","005
101","24","2.674","25.0",".","29.2","12.5","16.7","4.2","8.3",".",".",".",".",".",".",".",".","4.2"
"","101
006","13","2.615","15.4","7.7","30.8","7.7","23.1","15.4",".",".",".",".",".",".",".",".",".","."
"","007
101","6","2.083",".",".",".","16.7","83.3",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Algebra","Course Total","126","2.476","16.7","6.3","23.8","7.9","27.8","7.9","7.9","0.8",".",".",".",".",".",".",".","0.8"
"","112
001","7","2.143",".",".","42.9",".","42.9",".","14.3",".",".",".",".",".",".",".",".","."
"","112
003","26","2.692","19.2","11.5","15.4","19.2","26.9","3.8","3.8",".",".",".",".",".",".",".",".","."
"","112
004","20","2.375","5.0",".","35.0","5.0","45.0","10.0",".",".",".",".",".",".",".",".",".","."
"","112
005","17","1.971","5.9",".","17.6","5.9","47.1","11.8","11.8",".",".",".",".",".",".",".",".","."
"","112
006","25","2.640","20.0","4.0","36.0","4.0","24.0","4.0","8.0",".",".",".",".",".",".",".",".","."
"","007
112","24","1.625","8.3",".","12.5",".","33.3","25.0","20.8",".",".",".",".",".",".",".",".","."
"","112
008","19","2.237","15.8","10.5","10.5","5.3","31.6","15.8","10.5",".",".",".",".",".",".",".",".","."
"","112
009","17","2.294","17.6",".","29.4",".","23.5","23.5","5.9",".",".",".",".",".",".",".",".","."
"","010
112","18","2.500","11.1",".","44.4",".","33.3","5.6","5.6",".",".",".",".",".",".",".",".","."
"","112
011","13","2.308","7.7",".","23.1","15.4","38.5","15.4",".",".",".",".",".",".",".",".",".","."
"","012
112","21","1.952","4.8","4.8","23.8","4.8","33.3","9.5","19.0",".",".",".",".",".",".",".",".","."
"","014
112","7","2.429","14.3",".","28.6",".","42.9","14.3",".",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","214","2.269","11.7","3.3","25.2","5.6","33.6","11.7","8.9",".",".",".",".",".",".",".",".","."
"","113
001","10","1.450",".","10.0","10.0",".","20.0","40.0","20.0",".",".",".",".",".",".",".",".","."
"","113
004","14","2.071","7.1",".","35.7","14.3","14.3","7.1","21.4",".",".",".",".",".",".",".",".","."
"","113
007","26","1.604","3.8",".","11.5","11.5","23.1","23.1","19.2",".",".",".",".",".",".","7.7",".","."
"","113
010","14","2.000","7.1",".","21.4","14.3","21.4","28.6","7.1",".",".",".",".",".",".",".",".","."
"","113
011","8","2.688","25.0","12.5","12.5","25.0","12.5",".","12.5",".",".",".",".",".",".",".",".","."
"","013
113","15","2.367","20.0","6.7","6.7","13.3","33.3","13.3","6.7",".",".",".",".",".",".",".",".","."
"","016
113","14","1.571","7.1",".","21.4",".","14.3","35.7","21.4",".",".",".",".",".",".",".",".","."
"","113
017","10","3.100","50.0","10.0","10.0","10.0",".","20.0",".",".",".",".",".",".",".",".",".","."
"","113
019","13","2.615",".","15.4","38.5","15.4","23.1","7.7",".",".",".",".",".",".",".",".",".","."
"","022
113","11","1.773","9.1",".","9.1","9.1","18.2","54.5",".",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","135","2.056","11.1","4.4","17.8","11.1","19.3","23.0","11.9",".",".",".",".",".",".","1.5",".","."
"Algebra and Trigonometry","114
001","75","2.320","12.0","4.0","26.7","6.7","30.7","12.0","8.0",".",".",".",".",".",".",".",".","."
"","130
001","22","3.091","22.7","9.1","40.9","18.2","9.1",".",".",".",".",".",".",".",".",".",".","."
"","130
002","24","3.167","45.8","4.2","16.7","12.5","16.7","4.2",".",".",".",".",".",".",".",".",".","."
"","130
003","24","2.978","12.5","8.3","54.2","4.2","16.7",".",".",".",".",".",".",".",".","4.2",".","."
"","130
004","9","2.889","11.1","33.3","11.1","11.1","33.3",".",".",".",".",".",".",".",".",".",".","."
"Arithmetical Problm Solving","Course Total","79","3.058","25.3","10.1","34.2","11.4","16.5","1.3",".",".",".",".",".",".",".","1.3",".","."
"","131
001","28","3.214","17.9","28.6","46.4",".","3.6","3.6",".",".",".",".",".",".",".",".",".","."
"","131
002","24","2.854","29.2","20.8","12.5","8.3","12.5","12.5","4.2",".",".",".",".",".",".",".",".","."
"","131
003","12","2.708","8.3","50.0",".","8.3","8.3","25.0",".",".",".",".",".",".",".",".",".","."
"","131
004","17","3.265","35.3","29.4","17.6",".","11.8","5.9",".",".",".",".",".",".",".",".",".","."
"Geom Inference & Reasoning","Course Total","81","3.043","23.5","29.6","23.5","3.7","8.6","9.9","1.2",".",".",".",".",".",".",".",".","."
"","001
132","14","3.000","21.4","7.1","35.7","21.4","14.3",".",".",".",".",".",".",".",".",".",".","."
"","132
002","8","3.313","37.5",".","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 254 of 403",""
