"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"HISTORY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","",""
"699","058","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","064","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","34","3.618","52.9","26.5","14.7",".","2.9","2.9",".",".",".",".",".",".",".",".",".","."
"707
Erly Mod Eurp His,1500-1789","001","13","3.875","69.2","23.1",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"755
Prosem-S E Asian History","001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"804
Interdis W Europ Studies Sm","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"822
Studies in Economic History","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"829
Resrch Smr-Latin Amer Hist","001","14","3.875","42.9","14.3",".",".",".",".",".","7.1",".",".",".","35.7",".",".",".","."
"837
Smr: Mod Britain & Ireland","001","11","3.773","54.5","45.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"845","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"845","002","38","4.000","97.4",".",".",".",".",".",".",".",".",".",".",".","2.6",".",".","."
"Smr-Central European Hist","Course Total","43","3.970","95.3","2.3",".",".",".",".",".",".",".",".",".",".","2.3",".",".","."
"855
Smr-Modern Japanese History","001","8","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"857
Smr-Hist of India (S Asia)","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"861
Seminar-History of Africa","001","11","3.929","72.7","18.2",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"891
Prosem-Mod European History","001","9","3.760","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"901
Studies in American History","001","8","3.600","12.5","50.0",".",".",".",".",".","12.5",".",".",".",".","25.0",".",".","."
"902","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"902","002","7","3.925","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rsch Smr: American History","Course Total","17","3.970","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"910
History of Colonial N America","001","7","3.500","14.3","57.1","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"919
Smr-Hist of Mass Communication","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"925
Smr-America in Civil War Era","001","15","3.433","46.7","13.3","26.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"929
Labor & Working Class Hist-US","001","10","4.000","80.0",".",".",".",".",".",".",".",".",".",".",".","20.0",".",".","."
"940
Smr-Amer History 1900-1945","001","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"982
Smr-Latin American Area","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","10","",".",".",".",".",".",".",".","10.0",".",".",".","90.0",".",".",".","."
"990","013","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","021","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","026","3","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 227 of 403",""
