"MUSIC","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","",""
"The Musical Experience","101
001","","149","3.392","45.0","18.1","24.2",".","5.4","1.3","2.7","3.4",".",".",".",".",".",".",".","."
"Intro-Mus Cult of the World","103
001","","17","3.731","52.9","11.8","5.9","5.9",".",".",".","17.6",".",".",".",".",".",".","5.9","."
"The Symphony","106
001","","64","3.305","46.9","7.8","23.4","1.6","4.7","6.3","1.6","6.3","1.6",".",".",".",".",".",".","."
"","111
001","","20","3.550","50.0","40.0","5.0",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"","111
002","","18","3.618","38.9","44.4","5.6","5.6",".",".",".","5.6",".",".",".",".",".",".",".","."
"Elements of Music","Course Total","","38","3.581","44.7","42.1","5.3","2.6",".",".","2.6","2.6",".",".",".",".",".",".",".","."
"Music in Performance","114
001","","495","3.923","83.2","5.9","1.0","1.0","0.4",".","0.2","8.3",".",".",".",".",".",".",".","."
"","122
001","","26","3.135","11.5","26.9","42.3","15.4","3.8",".",".",".",".",".",".",".",".",".",".","."
"","122
002","","37","3.122","21.6","18.9","35.1","10.8","13.5",".",".",".",".",".",".",".",".",".",".","."
"Musica Practica 2","Course Total","","63","3.127","17.5","22.2","38.1","12.7","9.5",".",".",".",".",".",".",".",".",".",".","."
"","151
001","","33","3.734","75.8","9.1","6.1",".","3.0","3.0",".","3.0",".",".",".",".",".",".",".","."
"","002
151","","31","3.103","48.4","12.9","3.2","6.5","9.7","6.5","6.5","3.2",".",".",".",".",".",".","3.2","."
"Basic Concepts-Music Theory","Course Total","","64","3.434","62.5","10.9","4.7","3.1","6.3","4.7","3.1","3.1",".",".",".",".",".",".","1.6","."
"","172
101","","13","3.308","23.1","23.1","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","172
102","","12","3.125","16.7","16.7","41.7","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"","172
103","","12","3.125","25.0","16.7","33.3","8.3","16.7",".",".",".",".",".",".",".",".",".",".","."
"","172
104","","13","3.538","38.5","38.5","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","172
105","","12","3.458","41.7","25.0","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Musica Pract:Aural Skills 2","Course Total","","62","3.315","29.0","24.2","30.6","12.9","3.2",".",".",".",".",".",".",".",".",".",".","."
"The Legendary Performers","206
001","","294","3.704","58.2","20.4","12.2","2.4","1.0",".",".","5.8",".",".",".",".",".",".",".","."
"Survey-Hist Western Music","212
001","","47","3.255","34.0","17.0","29.8","4.3","14.9",".",".",".",".",".",".",".",".",".",".","."
"","222
001","","15","3.433","33.3","33.3","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","222
002","","18","3.500","16.7","66.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musica Practica 4","Course Total","","33","3.470","24.2","51.5","18.2","6.1",".",".",".",".",".",".",".",".",".",".",".","."
"","254
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","254
002","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Conducting","Course Total","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"University Opera","256
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Opera Workshop","257
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","262
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","262
002","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Jazz Ensemble","Course Total","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","264
001","","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","264
002","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ensemble: Wisconsin Singers","Course Total","","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","265
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","265
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Ensemble-Woodwind","Course Total","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Black Music Ensemble","266
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","267
001","","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","267
003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","267
004","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","267
005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
