"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","","","",""
"","999
144","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Readng & Rsch-Marketing PhD","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"MARKETNG
237","Dept. Total","1346","3.361","31.1","32.2","23.4","7.1","4.6","0.4","0.4","0.8","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","1.750",".",".","25.0",".","50.0",".","25.0",".","",".",".","",".","",".","",".",".",".","."
"Junior","","345","3.251","22.6","31.0","31.0","8.1","6.4",".","0.9",".","",".",".","",".","",".","",".",".",".","."
"Senior","","648","3.276","21.1","36.3","26.4","9.6","5.1","0.9",".","0.6","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","997","3.261","21.6","34.3","28.0","9.0","5.7","0.6","0.4","0.4","",".",".","",".","",".","",".",".",".","."
"Special","","15","2.714","13.3","13.3","26.7","13.3","20.0",".","6.7","6.7","",".",".","",".","",".","",".",".",".","."
"Graduate","","334","3.718","60.2","26.9","9.6","0.9","0.6",".",".","1.8","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1346","3.361","31.1","32.2","23.4","7.1","4.6","0.4","0.4","0.8","",".",".","",".","",".","",".",".",".","."
