"","775
002","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","31","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Special Topics","875
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"PATH-BIO
703","Dept. Total","532","3.431","41.5","13.7","16.0","3.6","2.1",".",".","23.1",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","",""
"Junior","","3","3.900","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","3","3.900","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","6","4.000","16.7",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","."
"Prof Yr 1","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Prof Yr 2","","357","3.324","35.9","16.2","23.5","5.3","3.1",".",".","16.0",".",".",".",".",".",".",".","."
"Prof Yr 3","","86","3.898","74.4","16.3","1.2",".",".",".",".","8.1",".",".",".",".",".",".",".","."
"Prof Yr 4","","72","4.000","34.7",".",".",".",".",".",".","65.3",".",".",".",".",".",".",".","."
"Professionals","","522","3.427","41.6","13.8","16.3","3.6","2.1",".",".","22.6",".",".",".",".",".",".",".","."
"","Dept. Total","532","3.431","41.5","13.7","16.0","3.6","2.1",".",".","23.1",".",".",".",".",".",".",".","."
