"BUS","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACTUARIAL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"242
ACT SCI","","","","","","","","","","","","","","","","","","","","","","","","",""
"","300
001","22","4.000","100.0",".",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"","300
002","28","3.946","96.4",".",".","3.6",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Actuarial Science Methods I","Course Total","50","3.970","98.0",".",".","2.0",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Theory-Interst & Life Insur","303
001","32","3.484","40.6","34.4","12.5","6.3","6.3",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Actuarial Mathematics II","651
001","32","3.419","28.1","40.6","18.8","3.1","6.3",".","",".","",".",".","",".",".","",".","",".","",".","3.1","."
"Loss Models II","653
001","32","3.484","40.6","18.8","31.3","6.3",".",".","",".","","3.1",".","",".",".","",".","",".","",".",".","."
"Regressn&Time Series-Actuaries","654
001","31","3.532","41.9","25.8","29.0","3.2",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"ACT SCI
242","Dept. Total","177","3.538","54.8","21.5","16.4","4.0","2.3","",".","",".","0.6","",".",".","",".","",".","",".",".","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"242
ACT SCI","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","21","3.486","71.4","14.3","4.8","4.8","4.8","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","49","3.597","71.4","14.3","8.2","4.1","2.0","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","88","3.438","36.4","27.3","27.3","4.5","2.3","",".","",".","1.1","",".",".","",".","",".","",".",".","1.1","."
"Undergraduates","","158","3.482","51.9","21.5","18.4","4.4","2.5","",".","",".","0.6","",".",".","",".","",".","",".",".","0.6","."
"Graduate","","19","3.895","78.9","21.1",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","177","3.538","54.8","21.5","16.4","4.0","2.3","",".","",".","0.6","",".",".","",".","",".","",".",".","0.6","."
