"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"COMPARATIVE LITERATURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","",""
"Intro Pre-Modern Literature","201
001","61","3.792","65.6","24.6","8.2",".",".",".",".",".","1.6",".",".",".",".",".",".","."
"Intro Cross-Cultrl Lit Form","203
001","183","3.626","44.8","44.8","3.3","1.1","2.7","0.5","0.5","2.2",".",".",".",".",".",".",".","."
"Intro to Lit Forms-Honors","289
001","17","3.529","47.1","47.1",".",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"Fantasy and Science Fiction","357
001","23","3.804","65.2","30.4","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literary Periods","377
001","12","3.545","33.3","33.3","25.0",".",".",".",".",".",".",".",".",".",".","8.3",".","."
"Poetics and Literary Theory","475
001","17","3.611","58.8","11.8","23.5",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","682
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","692
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","692
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","2","***","","","","","","","","","","","","","","","",""
"","699
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","5","***","","","","","","","","","","","","","","","",""
"Literature and Ideas","768
001","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Translation","822
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","3","***","","","","","","","","","","","","","","","",""
"COMP LIT
260","Dept. Total","348","3.682","52.9","35.3","5.5","0.6","1.7","0.3","0.6","2.0","0.3",".",".",".","0.6","0.3",".","."
