"EGR","","","","","","","","","","","","","","","","","","","","","",""
"INDUSTRIAL & SYSTEMS ENGR","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","","",""
"I SY E
490","Dept. Total","824","3.517","52.8","17.7","13.7","5.7","2.3","1.6","0.7","5.0","",".","0.1","",".","0.2","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","13","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","36","3.419","66.7","13.9","2.8","8.3","5.6","2.8",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","154","3.362","44.8","24.0","15.6","9.7","2.6","1.3","1.9",".","",".",".","",".",".","",".",".",".","."
"Senior","","362","3.400","47.5","18.2","19.3","7.2","3.6","2.8","0.8","0.6","",".",".","",".",".","",".",".",".","."
"Undergraduates","","565","3.396","49.2","19.1","16.8","7.8","3.4","2.3","1.1","0.4","",".",".","",".",".","",".",".",".","."
"Special","","6","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","253","3.800","59.7","15.0","7.1","1.2",".",".",".","15.4","",".","0.4","",".","0.8","",".",".",".","."
"","Dept. Total","824","3.517","52.8","17.7","13.7","5.7","2.3","1.6","0.7","5.0","",".","0.1","",".","0.2","",".",".",".","."
