"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","201
011","16","3.500","62.5","6.3","6.3","18.8","6.3",".",".",".",".",".",".",".",".",".",".","."
"","201
012","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
013","17","3.706","82.4","11.8",".",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"","201
014","15","4.000","93.3",".",".",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"Intermediate Composition","Course Total","239","3.736","73.2","15.1","5.4","2.1","1.3","0.8","1.3",".",".",".",".",".","0.4","0.4",".","."
"","203
001","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
002","16","3.563","31.3","50.0","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
003","17","3.706","64.7","23.5","5.9",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","203
004","19","3.579","31.6","63.2",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","203
005","16","3.500","37.5","37.5","18.8",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","203
006","19","3.553","31.6","47.4","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
203","19","3.842","73.7","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","118","3.657","49.2","38.1","10.2",".","2.5",".",".",".",".",".",".",".",".",".",".","."
"","215
001","160","3.158","23.1","26.9","25.6","13.1","6.3","3.1","0.6",".",".",".",".",".",".","0.6","0.6","."
"","002
215","16","3.688","43.8","50.0","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"British Literature Before 1750","Course Total","176","3.196","25.0","29.0","23.9","11.9","5.7","2.8","0.6",".",".",".",".",".",".","0.6","0.6","."
"British&Anglo Lit 1750-Present","216
001","135","2.918","18.5","23.7","25.9","8.9","12.6","7.4","2.2","0.7",".",".",".",".",".",".",".","."
"American Literature","217
001","138","3.022","13.8","25.4","37.7","12.3","6.5","1.4","2.9",".",".",".",".",".",".",".",".","."
"Shakespearean Drama","220
001","167","2.839","9.0","15.6","40.1","10.2","21.0","2.4","0.6","1.2",".",".",".",".",".",".",".","."
"Introduction to Shakespeare","226
001","30","2.948","16.7","16.7","43.3","6.7","6.7",".","6.7","3.3",".",".",".",".",".",".",".","."
"Bascom Course","236
001","15","3.893","73.3","20.0",".",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"","300
001","15","3.700","53.3","33.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","13","3.808","61.5","38.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","16","3.531","43.8","37.5",".","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","300
004","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
005","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","73","3.767","65.8","26.0","4.1","4.1",".",".",".",".",".",".",".",".",".",".",".","."
"","301
001","10","3.944","80.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","10.0","."
"","301
002","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
003","12","3.682","33.3","58.3",".",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"","301
004","13","3.538","38.5","38.5","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","301
005","15","3.767","66.7","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Fiction Wrkshp","Course Total","66","3.789","65.2","24.2","6.1","1.5",".",".",".","1.5",".",".",".",".",".",".","1.5","."
"","302
001","11","3.727","54.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","302
002","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Poetry Workshp","Course Total","26","3.846","73.1","23.1","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Fiction Workshop","303
001","12","3.667","50.0","41.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Poetry Workshop","305
001","13","3.808","61.5","38.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Workshop","307
001","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Structure of English","324
001","25","3.440","28.0","44.0","16.0","12.0",".",".",".",".",".",".",".",".",".",".",".","."
"English Grammar in Use","325
001","12","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"ESL:Acad Presentatns & Disc","326
001","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Prof&Acad Writng Skills","327
001","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
