"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"General Chemistry","103
002","345","3.174","31.3","14.2","33.6","5.5","12.8","2.3","0.3",".",".",".",".",".",".",".",".","."
"","104
001","363","3.054","30.9","11.6","28.4","5.8","19.8","2.2","1.4",".",".",".",".",".",".",".",".","."
"","104
002","302","2.651","19.9","11.9","14.9","12.6","29.5","7.9","3.0","0.3",".",".",".",".",".",".",".","."
"","104
003","320","2.981","30.9","3.4","38.8","2.2","19.1","2.5","3.1",".",".",".",".",".",".",".",".","."
"","004
104","357","3.147","31.9","12.6","31.7","7.8","13.2","2.0","0.8",".",".",".",".",".",".",".",".","."
"","104
005","116","2.888","21.6","14.7","19.0","18.1","24.1","0.9","1.7",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","1458","2.964","28.1","10.4","27.9","7.9","20.4","3.3","2.0","0.1",".",".",".",".",".",".",".","."
"General Chemistry","108
001","101","2.673","17.8","8.9","38.6","5.0","13.9","8.9","6.9",".",".",".",".",".",".",".",".","."
"Chemical Principles II","116
001","28","3.643","67.9","14.3","14.3",".",".",".","3.6",".",".",".",".",".",".",".",".","."
"","299
012","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
028","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
049","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
081","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","16","3.827","81.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chem Across the Periodic Table","311
001","68","2.851","16.2","17.6","23.5","17.6","19.1","1.5","2.9","1.5",".",".",".",".",".",".",".","."
"","327
001","47","3.128","36.2",".","42.6",".","19.1","2.1",".",".",".",".",".",".",".",".",".","."
"","327
002","56","3.125","33.9","8.9","30.4","5.4","19.6","1.8",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","103","3.126","35.0","4.9","35.9","2.9","19.4","1.9",".",".",".",".",".",".",".",".",".","."
"","329
001","61","3.148","29.5","19.7","23.0","16.4","6.6","4.9",".",".",".",".",".",".",".",".",".","."
"","329
002","72","3.153","40.3","12.5","22.2","4.2","13.9","5.6","1.4",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","133","3.150","35.3","15.8","22.6","9.8","10.5","5.3","0.8",".",".",".",".",".",".",".",".","."
"","343
001","255","2.680","12.9","22.7","18.4","7.8","25.5","8.6","3.1",".",".",".",".",".","0.4",".","0.4","."
"","343
002","229","2.753","19.2","9.2","34.5","10.5","15.7","5.2","5.7",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","Course Total","484","2.715","15.9","16.3","26.0","9.1","20.9","7.0","4.3",".",".",".",".",".","0.2",".","0.2","."
"","344
001","16","3.313","31.3","25.0","18.8","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"","344
002","18","3.222","16.7","33.3","33.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
003","18","3.250","16.7","27.8","50.0",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
004","18","3.194","16.7","38.9","22.2","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","344
005","8","3.500","62.5",".","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","344
006","17","3.353","23.5","35.3","29.4","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
007","18","3.306","33.3","22.2","22.2","16.7","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
008","18","3.306","27.8","22.2","38.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
009","17","3.265","23.5","29.4","23.5","23.5",".",".",".",".",".",".",".",".",".",".",".","."
"","344
010","18","3.444","38.9","22.2","27.8","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","344
011","18","3.361","33.3","27.8","22.2","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
012","17","3.382","35.3","23.5","23.5","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
013","18","3.417","33.3","33.3","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
014","18","3.361","33.3","16.7","44.4",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
015","18","3.194","16.7","27.8","38.9","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
017","16","3.281","18.8","31.3","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","344
018","16","3.281","25.0","25.0","31.3","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
019","14","3.321","21.4","35.7","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 172 of 403",""
