"","890
029","","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","890
057","","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Pre-Dissertator's Research","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","",""
"Research and Thesis","990
072","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"G L E
418","Dept. Total","","53","3.461","32.1","20.8","9.4","3.8","1.9","1.9","",".","30.2","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","2","3.750","50.0","50.0",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","2","3.750","50.0","50.0",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","4","3.750","50.0","25.0",".",".",".",".","",".","25.0","",".",".","",".","",".","",".",".",".","."
"Senior","","","27","3.353","37.0","25.9","18.5","7.4","3.7","3.7","",".","3.7","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","35","3.406","40.0","28.6","14.3","5.7","2.9","2.9","",".","5.7","",".",".","",".","",".","",".",".",".","."
"Graduate","","","18","3.875","16.7","5.6",".",".",".",".","",".","77.8","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","53","3.461","32.1","20.8","9.4","3.8","1.9","1.9","",".","30.2","",".",".","",".","",".","",".",".",".","."
