"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","",""
"Research and Thesis","Course Total","9","",".",".",".",".",".",".",".","100.0","",".",".",".",".",".",".",".","."
"SCAND ST
872","Dept. Total","248","3.627","55.2","25.4","7.7","0.8","2.8","1.6","0.4","5.2","",".",".",".","0.4","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","20","3.409","20.0","60.0","15.0",".",".","5.0",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","55","3.556","40.0","43.6","9.1",".","7.3",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","51","3.628","64.7","25.5","3.9",".",".","3.9","2.0",".","",".",".",".",".",".",".",".","."
"Senior","","73","3.607","58.9","19.2","12.3","1.4","4.1","1.4",".","2.7","",".",".",".",".",".",".",".","."
"Undergraduates","","199","3.578","51.3","31.7","9.5","0.5","3.5","2.0","0.5","1.0","",".",".",".",".",".",".",".","."
"Special","","7","3.571","57.1",".",".","14.3",".",".",".","28.6","",".",".",".",".",".",".",".","."
"Graduate","","42","4.000","73.8",".",".",".",".",".",".","21.4","",".",".",".","2.4","2.4",".",".","."
"","Dept. Total","248","3.627","55.2","25.4","7.7","0.8","2.8","1.6","0.4","5.2","",".",".",".","0.4","0.4",".",".","."
