"MED","","","","","","","","","","","","","","","","","","","","","","",""
"ANATOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"144
ANATOMY","","","","","","","","","","","","","","","","","","","","","","",""
"ANATOMY
144","Dept. Total","830","3.283","46.3","16.3","17.6","6.0","6.5","3.5","1.3","2.4","",".",".","",".","",".","",".","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"144
ANATOMY","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","117","2.925","27.4","17.9","22.2","7.7","14.5","6.8","3.4",".","",".",".","",".","",".","",".",".",".","."
"Junior","","268","3.244","43.7","19.8","17.2","7.1","6.3","4.1","1.9",".","",".",".","",".","",".","",".",".",".","."
"Senior","","331","3.342","47.7","15.4","19.9","6.0","5.4","3.0","0.6","1.5","",".",".","",".","",".","",".","0.3",".","."
"Undergraduates","","716","3.231","42.9","17.5","19.3","6.7","7.3","4.1","1.5","0.7","",".",".","",".","",".","",".","0.1",".","."
"Special","","21","3.434","33.3","23.8","23.8","4.8","4.8",".",".","9.5","",".",".","",".","",".","",".",".",".","."
"Graduate","","34","3.758","41.2","14.7","8.8",".",".",".",".","35.3","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","35","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","6","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","6","3.300","66.7",".",".","16.7","16.7",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","12","4.000","91.7",".",".",".",".",".",".","8.3","",".",".","",".","",".","",".",".",".","."
"Professionals","","59","3.896","94.9",".",".","1.7","1.7",".",".","1.7","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","830","3.283","46.3","16.3","17.6","6.0","6.5","3.5","1.3","2.4","",".",".","",".","",".","",".","0.1",".","."
