"","999
010","3","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
011","5","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
012","2","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Reading & Rsch","Course Total","23","3.990","82.6","4.3",".",".",".",".",".",".",".",".","",".","",".","4.3",".",".","8.7"
"L I S
544","Dept. Total","643","3.767","66.4","23.0","5.6","1.4","0.6","0.3","0.3","1.1","0.3",".","",".","",".","0.2","0.2","0.2","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Junior","","16","3.500","37.5","43.8","6.3","6.3","6.3",".",".",".",".",".","",".","",".",".",".",".","."
"Senior","","52","3.240","36.5","26.9","11.5","11.5","1.9","3.8","3.8",".","3.8",".","",".","",".",".",".",".","."
"Undergraduates","","69","3.313","37.7","30.4","10.1","10.1","2.9","2.9","2.9",".","2.9",".","",".","",".",".",".",".","."
"Special","","36","3.809","66.7","19.4","8.3",".",".",".",".",".",".",".","",".","",".",".",".","2.8","2.8"
"Graduate","","538","3.823","70.1","22.3","4.8","0.4","0.4",".",".","1.3",".",".","",".","",".","0.2","0.2",".","0.4"
"","Dept. Total","643","3.767","66.4","23.0","5.6","1.4","0.6","0.3","0.3","1.1","0.3",".","",".","",".","0.2","0.2","0.2","0.5"
