"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","10269","3.308","38.8","17.7","17.2","6.8","5.7","1.7","0.8","8.8","0.1","0.4","0.0","1.4","0.3","0.0","0.0","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","301","3.033","29.6","19.9","18.3","9.3","11.6","2.7","2.3","3.3",".","2.7","0.3",".",".",".",".","."
"Sophomore","","964","3.196","33.9","17.2","24.0","5.3","7.7","2.2","0.7","7.2","0.1","1.6",".",".",".","0.1","0.1","."
"Junior","","1839","3.145","35.1","19.9","20.1","10.6","7.6","2.3","1.3","2.6","0.1","0.3",".",".","0.1",".",".","0.1"
"Senior","","4546","3.257","40.0","20.3","20.0","8.7","7.1","2.2","0.9","0.5","0.0","0.2",".",".","0.0",".","0.0","0.1"
"Undergraduates","","7650","3.217","37.7","19.8","20.5","8.8","7.5","2.2","1.0","1.9","0.0","0.5","0.0",".","0.1","0.0","0.0","0.1"
"Special","","141","3.347","44.7","13.5","12.8","2.1","3.5","4.3","3.5","5.7",".","1.4",".",".","7.1","0.7","0.7","."
"Graduate","","2565","3.722","41.2","11.2","7.2","1.1","0.2","0.1","0.1","29.1","0.2","3.0",".","5.7","0.7",".","0.1","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","3","4.000","33.3",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","."
"Professionals","","4","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"","College Total","10360","3.308","38.6","17.6","17.1","6.8","5.6","1.7","0.8","8.7","0.1","1.1","0.0","1.4","0.3","0.0","0.1","0.0"
