"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Third Semester Spanish","Course Total","365","3.070","20.5","22.5","33.2","8.5","10.7","2.5","1.6","0.5",".",".",".",".",".",".",".","."
"","204
001","13","2.692","7.7","30.8","23.1",".","30.8",".","7.7",".",".",".",".",".",".",".",".","."
"","204
002","21","3.095","19.0","23.8","33.3","4.8","19.0",".",".",".",".",".",".",".",".",".",".","."
"","204
003","24","3.250","33.3","29.2","16.7","4.2","12.5","4.2",".",".",".",".",".",".",".",".",".","."
"","204
004","23","3.304","39.1","21.7","17.4","4.3","17.4",".",".",".",".",".",".",".",".",".",".","."
"","204
005","24","3.125","25.0","29.2","29.2","4.2","4.2","4.2","4.2",".",".",".",".",".",".",".",".","."
"","204
006","16","2.906",".","37.5","37.5","6.3","12.5","6.3",".",".",".",".",".",".",".",".",".","."
"","204
007","24","3.000","20.8","16.7","37.5","8.3","12.5",".","4.2",".",".",".",".",".",".",".",".","."
"","204
008","23","3.304","39.1","21.7","21.7","13.0",".",".","4.3",".",".",".",".",".",".",".",".","."
"","204
009","22","3.119","36.4","13.6","27.3",".","9.1","4.5","4.5","4.5",".",".",".",".",".",".",".","."
"","204
010","22","3.432","27.3","36.4","31.8","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","204
011","24","3.000","20.8","29.2","16.7","12.5","12.5","8.3",".",".",".",".",".",".",".",".",".","."
"","204
012","24","3.354","41.7","20.8","25.0",".","8.3","4.2",".",".",".",".",".",".",".",".",".","."
"","204
013","24","3.604","45.8","29.2","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
014","24","2.938","25.0","8.3","45.8","4.2","4.2","8.3","4.2",".",".",".",".",".",".",".",".","."
"","204
015","22","3.341","31.8","13.6","50.0",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","016
204","16","3.200","43.8","12.5","6.3",".","31.3",".",".","6.3",".",".",".",".",".",".",".","."
"","204
017","17","3.118","41.2","11.8","17.6","11.8","11.8",".","5.9",".",".",".",".",".",".",".",".","."
"","204
018","20","3.200","10.0","45.0","35.0","5.0",".","5.0",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","383","3.182","29.0","23.8","27.9","4.7","9.7","2.6","1.8","0.5",".",".",".",".",".",".",".","."
"","223
001","187","3.639","63.1","15.5","12.3","3.2","2.7","1.1","0.5","1.6",".",".",".",".",".",".",".","."
"","223
002","23","3.478","43.5","17.4","34.8",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","Course Total","210","3.621","61.0","15.7","14.8","2.9","2.9","1.0","0.5","1.4",".",".",".",".",".",".",".","."
"","224
001","23","3.413","34.8","26.1","26.1","13.0",".",".",".",".",".",".",".",".",".",".",".","."
"","224
002","22","3.136","27.3","13.6","36.4","4.5","18.2",".",".",".",".",".",".",".",".",".",".","."
"","224
003","22","3.238","4.5","40.9","45.5","4.5",".",".",".","4.5",".",".",".",".",".",".",".","."
"","224
004","23","3.848","69.6","30.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
224","23","3.739","73.9","17.4","4.3",".",".","4.3",".",".",".",".",".",".",".",".",".","."
"","006
224","19","3.711","57.9","31.6","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","224
007","25","3.667","48.0","32.0","16.0",".",".",".",".","4.0",".",".",".",".",".",".",".","."
"","008
224","24","3.813","70.8","20.8","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
009","25","3.760","88.0",".","8.0",".",".",".","4.0",".",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","Course Total","206","3.598","53.4","23.3","16.5","2.9","1.9","0.5","0.5","1.0",".",".",".",".",".",".",".","."
"","226
001","18","3.333","22.2","27.8","44.4","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","226
002","12","3.292","33.3","16.7","33.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","226
003","20","3.100","15.0","30.0","30.0","10.0","15.0",".",".",".",".",".",".",".",".",".",".","."
"","226
004","20","3.425","25.0","35.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
005","18","3.222","16.7","27.8","44.4","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","226
006","18","3.647","55.6","16.7","16.7","5.6",".",".",".","5.6",".",".",".",".",".",".",".","."
"","226
007","14","3.107","7.1","21.4","64.3",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","226
008","19","3.389","26.3","31.6","31.6",".","5.3",".",".","5.3",".",".",".",".",".",".",".","."
"","226
009","14","3.536","50.0","14.3","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","226
010","15","3.233","20.0","26.7","40.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","226
011","19","2.711","15.8","5.3","15.8","31.6","31.6",".",".",".",".",".",".",".",".",".",".","."
"","226
012","18","2.889","5.6","11.1","50.0","22.2","11.1",".",".",".",".",".",".",".",".",".",".","."
