"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","",""
"DANCE PROGRAM","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","",""
"Workshop in Dance Activity","1","001","","41","3.975","92.7","4.9",".",".",".",".",".","2.4",".",".",".",".",".",".",".","."
"","11","001","","20","3.974","90.0","5.0",".",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"","11","002","","18","3.694","50.0","38.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Modern Dance I","","Course Total","","38","3.838","71.1","21.1","5.3",".",".",".",".","2.6",".",".",".",".",".",".",".","."
"Modern Dance Technique II","112","001","","22","3.575","40.9","31.8","13.6",".","4.5",".",".","9.1",".",".",".",".",".",".",".","."
"Modern Dance II","12","001","","18","3.722","72.2","5.6","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Ballet Technique I-B","126","001","","14","2.962","14.3","35.7","21.4",".","14.3",".","7.1","7.1",".",".",".",".",".",".",".","."
"Asian American Movement","153","001","","17","3.906","76.5","17.6",".",".",".",".",".",".","5.9",".",".",".",".",".",".","."
"Somatic Theory and Practices","161","001","","24","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dance Production","170","001","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dance Production Laboratory","171","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Dance","205","001","","10","3.700","40.0","60.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ballet I","21","001","","27","3.725","55.6","7.4","3.7","3.7","3.7",".",".","25.9",".",".",".",".",".",".",".","."
"Modern Dance Technique III","211","001","","22","3.182","27.3","36.4","18.2",".","13.6",".","4.5",".",".",".",".",".",".",".",".","."
"Modern Dance Technique IV","212","001","","9","3.778","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ballet II","22","001","","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ballet Technique II-B","226","001","","9","3.500","33.3","44.4","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Ballet III","23","001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Dance/Movemnt Therapy","231","001","","23","3.773","87.0",".","4.3",".",".",".","4.3","4.3",".",".",".",".",".",".",".","."
"Move Comp-Perform/Visul Art","255","001","","7","3.714","71.4",".","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dance: An Intro Survey","265","001","","16","3.219","18.8","31.3","31.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"African Dance Performance","277","001","","14","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","31","001","","21","3.433","23.8","14.3","33.3",".",".",".",".","28.6",".",".",".",".",".",".",".","."
"","31","002","","23","3.350","30.4","21.7","13.0","21.7",".",".",".","13.0",".",".",".",".",".",".",".","."
"Modern Jazz Dance","","Course Total","","44","3.386","27.3","18.2","22.7","11.4",".",".",".","20.5",".",".",".",".",".",".",".","."
"Modern Dance Technique VI","312","001","","8","3.688","37.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ballet Technique III","325","001","","8","3.625","37.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Video Desgn-Perf&Visual Art","351","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching of Dance to Adults","372","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","006","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","014","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","063","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".",".","16.7",".","."
"Independent Project","","Course Total","","22","3.982","90.9","4.5",".",".",".",".",".",".",".",".",".",".",".","4.5",".","."
"","41","001","","47","3.900","72.3","8.5","4.3",".",".",".",".","12.8",".",".",".",".","2.1",".",".","."
"","41","002","","43","3.857","67.4","9.3","2.3",".","2.3",".",".","18.6",".",".",".",".",".",".",".","."
"","41","003","","51","3.795","51.0","19.6","5.9",".",".",".",".","23.5",".",".",".",".",".",".",".","."
"Ballroom Dancing","","Course Total","","141","3.851","63.1","12.8","4.3",".","0.7",".",".","18.4",".",".",".",".","0.7",".",".","."
"Dance Repertory Theater","452","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","","","Page 96 of 403"
