"L&S","","","","","","","","","","","","","","","","","","","","","",""
"ASTRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"ASTRON
188","Dept. Total","616","2.979","21.9","16.7","27.6","8.0","11.2","4.2","2.6","4.4","0.2","2.9","",".","",".","",".",".","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","99","2.835","17.2","17.2","30.3","11.1","14.1","6.1","4.0",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","237","2.986","21.1","19.0","32.5","8.4","11.8","4.6","1.7",".",".","0.8","",".","",".","",".",".",".","."
"Junior","","118","2.876","21.2","17.8","24.6","9.3","13.6","5.1","3.4",".",".","4.2","",".","",".","",".",".",".","0.8"
"Senior","","110","3.077","26.4","10.9","24.5","6.4","10.0","2.7","3.6","4.5","0.9","10.0","",".","",".","",".",".",".","."
"Undergraduates","","564","2.950","21.5","16.8","28.9","8.7","12.2","4.6","2.8","0.9","0.2","3.2","",".","",".","",".",".",".","0.2"
"Special","","4","3.875","50.0","25.0",".",".",".",".",".",".",".",".","",".","",".","",".",".","25.0","."
"Graduate","","48","3.542","25.0","14.6","14.6",".",".",".",".","45.8",".",".","",".","",".","",".",".",".","."
"","Dept. Total","616","2.979","21.9","16.7","27.6","8.0","11.2","4.2","2.6","4.4","0.2","2.9","",".","",".","",".",".","0.2","0.2"
