"","999
050","3","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
051","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
067","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Reading","Course Total","22","4.000","95.5",".",".",".",".",".",".","4.5",".",".","",".","",".",".",".",".","."
"SOC WORK
896","Dept. Total","1475","3.736","65.4","23.4","5.6","2.2","1.4","0.2","0.1","1.5","0.1",".","",".","",".","0.1","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Sophomore","","92","3.367","33.7","45.7","6.5","7.6","5.4",".","1.1",".",".",".","",".","",".",".",".",".","."
"Junior","","244","3.641","57.0","28.7","8.2","3.3","2.0","0.4",".",".",".",".","",".","",".",".","0.4",".","."
"Senior","","453","3.714","63.8","21.9","8.4","2.4","1.3","0.4","0.2","1.5",".",".","",".","",".",".",".",".","."
"Undergraduates","","796","3.650","58.5","26.5","8.0","3.3","2.0","0.4","0.3","0.9",".",".","",".","",".",".","0.1",".","."
"Special","","4","3.438","25.0","25.0","25.0",".",".",".",".","25.0",".",".","",".","",".",".",".",".","."
"Graduate","","673","3.857","73.7","19.8","2.5","0.9","0.6",".",".","2.1","0.1",".","",".","",".","0.1","0.1",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"","Dept. Total","1475","3.736","65.4","23.4","5.6","2.2","1.4","0.2","0.1","1.5","0.1",".","",".","",".","0.1","0.1",".","."
