"","990
011","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
012","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
016","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","8","",".",".",".",".",".",".",".","87.5","",".",".",".","12.5",".",".",".","."
"M S & E
636","Dept. Total","471","3.500","44.2","19.1","16.3","2.8","2.3","0.4","0.6","10.8","",".",".",".","2.8","0.6",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","10","2.944","60.0","10.0",".","10.0",".","10.0","10.0",".","",".",".",".",".",".",".",".","."
"Sophomore","","63","3.287","33.3","15.9","41.3","3.2","6.3",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","95","3.323","36.8","25.3","24.2","6.3","5.3","1.1","1.1",".","",".",".",".",".",".",".",".","."
"Senior","","111","3.560","54.1","26.1","13.5","3.6","1.8",".","0.9",".","",".",".",".",".",".",".",".","."
"Undergraduates","","279","3.402","43.7","22.9","22.9","4.7","3.9","0.7","1.1",".","",".",".",".",".",".",".",".","."
"Special","","2","3.500","50.0",".","50.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Graduate","","190","3.748","44.7","13.7","6.3",".",".",".",".","26.8","",".",".",".","6.8","1.6",".",".","."
"","Dept. Total","471","3.500","44.2","19.1","16.3","2.8","2.3","0.4","0.6","10.8","",".",".",".","2.8","0.6",".",".","."
